 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services",
Name:,ESA.Q.I5.S.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YA_B.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YC_E.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YF_F.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YG_I.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I5.S.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I5.S.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I5.S.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I5.S.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I5.S.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YA_B.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YC_E.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YF_F.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YG_I.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I5.Y.LCIT.NS0025.4.000,STS.Q.I5.W.LCIT.NS0025.4.000,STS.Q.I5.W.LCIW.NS0025.4.000,STS.Q.I5.W.LCIO.NS0025.4.000,STS.Q.I5.W.LCIT.NS0020.4.000,STS.Q.I5.W.LCIT.N100F0.4.000,STS.Q.I5.W.LCIT.NSG_K0.3.000,EXR.Q.Z59.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,MEI.Q.JPN.CMPGDP.VIXOBSA,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I5.N.CINP.CC1100.4.000,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I5.S.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I5.S.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I5.S.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I5.S.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I5.S.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I5.S.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I5.S.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I5.S.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I5.S.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I5.S.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I5.S.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I5.S.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YA_B.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YC_E.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YF_F.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YG_I.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I5.S.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YA_B.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YC_E.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YF_F.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YG_I.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I5.S.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I5.S.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I5.S.ECFIN.MAN013.TT
Q4-1998      ,131193.85000 ,131528.72000 ,110743.04000 ,20785.68000 , 6720.15000 ,26684.60000 , 9731.31000 ,32846.76000 ,17171.33000 ,38374.56000 ,105.77235 ,105.33933 ,105.48923 ,105.93485 ,102.73828 ,100.74089 , 99.18973 , 99.13333 ,103.64422 ,104.03548 , 97.60702 ,100.28241 , 94.02509 , 95.87737 , 95.00000 ,100.94768 ,100.33164 ,101.25772 ,101.97902 , 99.17074 ,100.40000 ,104.72389 , 92.60000 , 9237.10000 , 0.61650 ,52.95387 , 97.66237 ,18.03452 ,20.33201 ,-2.40554 ,8.89508 , 6.11282 ,7.66079 , 6.99357 ,12.84931 , 3.37328 ,12.20437 , 5.54182 ,27.27000 ,24.24000 ,2.66000 , 11.31000 , -4.92000 , 13.40000 ,-2.61000 , 95.01948 ,1564665.11000 , 900129.16000 ,310113.53000 ,322095.67000 , 7477.37000 ,499406.86000 ,474557.49000 ,1592730.41000 , 927759.30000 ,323052.92000 ,331767.26000 ,NA ,525661.68000 ,520985.37000 ,1400798.14000 ,36842.03000 ,314705.14000 , 77721.70000 ,297832.72000 ,358560.45000 ,315136.10000 ,NA ,163866.97000 ,1427675.45000 ,36088.52000 ,311253.10000 ,81473.53000 ,297535.17000 ,372688.24000 ,329072.20000 ,NA ,165021.96000 ,82.30000
Q1-1999      ,131721.77000 ,130648.69000 ,110043.70000 ,20604.99000 , 6473.13000 ,26351.96000 , 9363.87000 ,32631.85000 ,17276.78000 ,38551.10000 ,105.67775 ,105.11374 ,105.48102 ,106.44861 ,102.62991 ,100.52155 , 98.54581 , 98.53747 , 99.50528 ,102.41703 , 97.11434 , 99.55093 , 94.85730 , 96.25149 , 95.60000 , 88.81374 , 88.02759 , 89.94935 , 87.42915 , 91.47442 , 89.40000 ,100.00000 , 91.90000 , 9315.50000 , 0.73236 ,52.44864 , 96.84254 ,18.71405 ,20.64555 ,-2.44404 ,9.19237 ,11.36552 ,7.90986 ,10.99819 ,12.51581 , 4.58623 ,11.87159 , 6.24790 ,31.92000 ,28.70000 ,2.07000 , -0.88000 ,-15.95000 , -6.03000 , 2.63000 , 95.46185 ,1580004.67000 , 908250.64000 ,314698.66000 ,327497.94000 , 6967.15000 ,501911.48000 ,479321.20000 ,1608196.16000 , 935121.01000 ,325930.40000 ,337354.42000 ,NA ,529017.78000 ,529095.37000 ,1415343.39000 ,37354.50000 ,314927.02000 , 79625.02000 ,299192.80000 ,365924.27000 ,318319.78000 ,NA ,164661.28000 ,1439216.94000 ,37737.96000 ,313130.16000 ,83183.79000 ,301417.68000 ,373579.18000 ,330476.38000 ,NA ,168968.85000 ,81.90000
Q2-1999      ,132163.43000 ,132148.55000 ,111549.86000 ,20598.69000 , 6601.96000 ,26261.36000 , 9701.08000 ,33070.54000 ,17730.48000 ,38783.12000 ,106.09256 ,105.81931 ,105.93450 ,107.31217 ,103.04424 ,100.89528 , 99.79705 , 99.19198 , 99.11685 ,102.35588 , 97.91462 ,100.19120 , 95.98975 , 97.38691 , 96.30000 , 98.19582 , 97.98846 , 97.42247 , 98.52835 , 99.04589 , 97.80000 , 97.13896 , 91.80000 , 9392.60000 , 0.87638 ,50.52635 , 97.50077 ,17.99225 ,20.43684 ,-2.86313 ,9.25509 , 9.84863 ,8.00743 , 9.80573 ,12.89965 , 3.06152 ,11.08712 , 6.12395 ,23.28000 ,22.76000 ,2.38000 ,-18.10000 ,-13.81000 , 10.39000 ,-6.19000 , 96.24216 ,1595382.11000 , 917709.61000 ,316717.87000 ,334643.11000 , 4500.42000 ,519978.55000 ,498167.46000 ,1618026.28000 , 941161.20000 ,325484.14000 ,343468.76000 ,NA ,546255.27000 ,543285.60000 ,1427073.67000 ,37153.73000 ,315561.24000 , 80544.70000 ,301603.67000 ,370862.05000 ,321348.27000 ,NA ,168308.43000 ,1448436.48000 ,37926.01000 ,315088.75000 ,83443.35000 ,302841.04000 ,378193.59000 ,331275.88000 ,NA ,169574.79000 ,81.70000
Q3-1999      ,132956.75000 ,133666.05000 ,112967.97000 ,20698.08000 , 6703.73000 ,26489.48000 , 9984.10000 ,33683.52000 ,18099.78000 ,38705.44000 ,106.36214 ,106.36644 ,106.26379 ,108.30525 ,103.51543 ,101.74271 ,101.47047 , 99.09733 , 98.36600 ,101.39759 , 97.70375 , 99.94616 , 96.36660 , 98.10480 , 97.00000 , 95.93319 , 95.80090 , 95.07108 , 95.25179 , 95.99882 , 96.40000 , 95.26392 , 92.90000 , 9502.20000 , 0.92983 ,49.61436 , 97.32618 ,17.69618 ,20.58652 ,-3.22977 ,9.25820 ,10.65586 ,7.81064 ,11.06419 ,12.83966 , 3.63152 ,10.78409 , 6.03584 ,26.29000 ,26.07000 ,2.37000 ,  8.83000 ,  0.64000 ,  4.40000 , 2.28000 , 96.99483 ,1618435.81000 , 929578.84000 ,321918.64000 ,341916.91000 , 3050.63000 ,541422.92000 ,519452.14000 ,1637335.48000 , 950454.25000 ,327809.99000 ,349353.31000 ,NA ,564045.82000 ,557171.96000 ,1446781.23000 ,37394.35000 ,320918.56000 , 82256.16000 ,306059.63000 ,374807.17000 ,325345.35000 ,NA ,171654.58000 ,1465107.19000 ,38297.06000 ,320206.67000 ,84348.14000 ,307921.06000 ,381860.29000 ,332652.28000 ,NA ,172219.76000 ,82.10000
Q4-1999      ,133608.09000 ,133986.75000 ,113318.83000 ,20667.92000 , 6575.30000 ,26530.61000 ,10049.16000 ,33643.15000 ,18222.86000 ,38965.68000 ,106.56535 ,106.83318 ,106.77675 ,108.88206 ,103.81046 ,102.55656 ,103.05662 , 99.19586 , 97.69962 ,100.85676 , 98.59658 ,100.03736 , 97.39440 , 98.72824 , 97.80000 ,103.45699 ,103.01269 ,103.41697 ,104.40135 ,100.70410 ,103.20000 , 93.75023 , 92.90000 , 9671.10000 , 0.86874 ,49.35938 , 97.88945 ,17.87463 ,21.06234 ,-3.46515 ,9.56997 ,10.01249 ,7.82424 ,10.74881 ,12.65639 , 3.22763 ,10.68332 , 6.42082 ,27.58000 ,24.28000 ,2.14000 , 19.01000 , 13.28000 , 11.47000 , 2.09000 , 97.51746 ,1640197.03000 , 942648.82000 ,324820.58000 ,345841.25000 , 8083.14000 ,561780.90000 ,542977.66000 ,1656368.75000 , 959352.76000 ,329044.22000 ,352390.85000 ,NA ,580605.12000 ,573479.31000 ,1465268.25000 ,37712.29000 ,326456.37000 , 83082.79000 ,308942.14000 ,381615.03000 ,327459.64000 ,NA ,174928.77000 ,1481181.50000 ,38653.01000 ,325597.67000 ,84967.43000 ,311454.61000 ,387397.62000 ,333165.89000 ,NA ,175188.99000 ,82.30000
Q1-2000      ,134441.53000 ,133259.59000 ,112594.89000 ,20664.69000 , 6384.09000 ,26236.30000 , 9764.47000 ,33440.11000 ,18379.03000 ,39055.58000 ,107.01327 ,107.83157 ,107.65949 ,109.51040 ,104.75249 ,104.08740 ,106.17764 , 99.43647 , 99.13025 ,100.68244 , 99.27969 ,100.06705 , 98.02732 , 98.94758 , 98.70000 , 92.22665 , 91.77532 , 93.67248 , 91.12163 , 94.23799 , 92.70000 , 88.90892 , 96.50000 , 9695.60000 , 1.93055 ,48.35084 , 99.67370 ,18.53182 ,20.52457 ,-3.77597 ,9.21540 ,11.20099 ,7.30796 ,12.12810 ,13.03370 , 2.16173 ,11.44706 , 7.66285 ,28.82000 ,28.45000 ,2.47000 , 12.46000 ,  5.67000 ,  0.66000 , 4.48000 , 99.06371 ,1666570.77000 , 958687.26000 ,330605.40000 ,357177.76000 , 5889.39000 ,591041.03000 ,576830.08000 ,1676269.95000 , 967909.41000 ,333036.40000 ,360736.12000 ,NA ,601891.85000 ,591401.88000 ,1490641.39000 ,37775.90000 ,328178.19000 , 85511.45000 ,313891.85000 ,393115.35000 ,332168.65000 ,NA ,175929.38000 ,1500824.24000 ,38391.17000 ,330291.14000 ,86549.25000 ,315713.02000 ,394677.48000 ,335309.40000 ,NA ,175441.43000 ,83.70000
Q2-2000      ,135410.83000 ,135323.19000 ,114501.04000 ,20822.15000 , 6522.02000 ,26350.26000 ,10067.48000 ,33995.21000 ,18895.34000 ,39492.88000 ,107.39278 ,108.30890 ,108.20089 ,109.97164 ,105.43335 ,105.38777 ,107.74669 , 99.52858 , 99.86796 , 99.89520 ,100.07861 , 99.71183 , 99.56608 , 99.23227 , 99.50000 ,101.44244 ,101.64188 ,100.80514 ,102.24691 ,102.04519 ,100.80000 , 85.99605 , 95.40000 , 9847.90000 , 1.63497 ,45.59932 , 99.91803 ,18.04411 ,21.24135 ,-3.88759 ,9.74690 ,13.62123 ,7.38487 ,14.14748 ,12.61935 , 0.19553 ,11.05963 , 5.58119 ,23.97000 ,22.20000 ,2.64000 ,-21.08000 ,-17.35000 ,  8.73000 ,-6.12000 , 99.74722 ,1688075.41000 , 972055.32000 ,332548.13000 ,361340.20000 , 9041.49000 ,613302.01000 ,600211.74000 ,1692368.30000 , 976816.34000 ,333673.47000 ,362690.80000 ,NA ,617000.08000 ,606608.34000 ,1510517.63000 ,37886.77000 ,335409.20000 , 85086.73000 ,319380.05000 ,396808.61000 ,335946.28000 ,NA ,177557.78000 ,1514469.29000 ,38181.87000 ,335873.48000 ,85502.19000 ,320440.23000 ,397236.89000 ,337230.37000 ,NA ,177891.36000 ,83.70000
Q3-2000      ,136145.25000 ,136923.05000 ,115938.03000 ,20985.02000 , 6571.36000 ,26694.43000 ,10277.78000 ,34604.56000 ,19276.81000 ,39498.12000 ,107.90707 ,109.08326 ,109.10525 ,110.63443 ,106.00824 ,106.61027 ,109.64561 ,100.34642 , 98.76011 , 99.82861 , 99.91546 , 99.98234 ,100.75871 ,100.86804 ,100.50000 , 99.36043 , 99.65859 , 98.43224 , 98.78902 , 99.32953 , 99.80000 , 84.34255 , 97.80000 , 9836.60000 , 1.61832 ,44.36570 ,100.05180 ,18.20230 ,20.83655 ,-4.30282 ,9.64478 ,14.38955 ,7.31882 ,13.73318 ,12.59879 , 1.13741 ,11.31467 , 6.18928 ,28.67000 ,25.78000 ,2.59000 , 11.31000 , -1.02000 , -0.43000 , 1.25000 ,100.32653 ,1703790.47000 , 982543.45000 ,336349.88000 ,366252.27000 , 8217.27000 ,637308.22000 ,626880.61000 ,1700250.12000 , 979344.93000 ,335516.08000 ,365691.86000 ,NA ,633910.07000 ,622722.60000 ,1528325.95000 ,38548.89000 ,339416.42000 , 86075.47000 ,323343.45000 ,400950.99000 ,339990.73000 ,NA ,175464.52000 ,1524154.41000 ,38603.60000 ,338315.58000 ,85822.30000 ,322664.60000 ,400358.30000 ,338366.08000 ,NA ,176099.43000 ,84.10000
Q4-2000      ,136935.87000 ,137427.65000 ,116427.43000 ,21000.22000 , 6522.79000 ,26786.38000 ,10250.81000 ,34725.64000 ,19339.79000 ,39802.24000 ,108.36543 ,109.90084 ,109.97561 ,111.27617 ,107.13413 ,107.86677 ,111.79158 ,100.68854 ,102.24169 , 99.59376 ,100.72623 ,100.23878 ,101.64789 ,100.95211 ,101.50000 ,106.97048 ,106.92421 ,107.09013 ,107.84244 ,104.38729 ,106.80000 , 82.79066 , 97.70000 , 9887.70000 , 1.30606 ,43.72477 ,100.95305 ,17.38026 ,20.54839 ,-4.21885 ,9.22408 ,10.05660 ,7.24273 ,10.42357 ,12.50233 , 0.03396 ,10.78882 , 4.86004 ,28.44000 ,24.31000 ,1.79000 ,  7.09000 , 12.91000 ,  7.57000 , 0.53000 ,100.86255 ,1723079.93000 , 991591.68000 ,339725.70000 ,369432.83000 ,15692.67000 ,668262.04000 ,661624.98000 ,1712628.22000 , 980807.03000 ,337003.15000 ,365084.28000 ,NA ,657111.30000 ,644814.58000 ,1546242.07000 ,38614.38000 ,343838.56000 , 87562.97000 ,328462.70000 ,405038.04000 ,342725.42000 ,NA ,176837.86000 ,1536279.11000 ,37649.29000 ,342362.17000 ,86362.88000 ,326260.20000 ,403640.32000 ,339925.23000 ,NA ,176357.31000 ,84.60000
Q1-2001      ,137287.74000 ,136170.20000 ,115264.80000 ,20905.40000 , 6391.39000 ,26606.12000 , 9932.79000 ,34287.85000 ,19324.68000 ,39627.38000 ,109.23108 ,110.30224 ,110.34328 ,112.22357 ,106.81888 ,107.24972 ,109.99186 ,101.01340 ,103.11029 , 99.93496 ,101.10835 , 99.67917 ,102.13646 ,101.84937 ,102.40000 , 95.84833 , 95.31874 , 97.09820 , 94.69941 , 97.25753 , 96.40000 , 86.21096 , 98.90000 , 9875.60000 , 1.08866 ,43.74073 ,101.43034 ,17.41549 ,19.85286 ,-4.11162 ,8.72276 , 2.37243 ,7.19506 , 2.77631 ,12.70037 , 3.14375 ,10.80214 , 4.54765 ,30.04000 ,28.54000 ,2.34000 ,  9.03000 , -2.43000 , -4.14000 , 3.27000 ,101.65008 ,1749823.31000 ,1006442.09000 ,344674.28000 ,371908.27000 , 6266.67000 ,664949.55000 ,644417.55000 ,1725701.71000 , 992351.71000 ,339077.21000 ,368680.72000 ,NA ,657765.69000 ,638486.74000 ,1571319.37000 ,39466.59000 ,348107.52000 , 89267.19000 ,334642.34000 ,413454.94000 ,346380.80000 ,NA ,178503.94000 ,1547792.80000 ,37542.06000 ,345576.59000 ,87403.31000 ,329779.53000 ,407164.34000 ,340326.97000 ,NA ,177908.91000 ,84.20000
Q2-2001      ,137640.48000 ,137554.26000 ,116591.69000 ,20962.57000 , 6465.48000 ,26566.84000 ,10195.89000 ,34672.15000 ,19652.99000 ,40000.91000 ,110.01503 ,111.09964 ,111.26771 ,113.00884 ,107.25667 ,107.65600 ,110.41223 ,101.79043 ,104.47112 ,101.01413 ,101.85101 ,100.16042 ,103.85320 ,102.54272 ,103.30000 ,105.13178 ,105.23345 ,104.36598 ,106.19018 ,105.28550 ,104.40000 , 83.23541 , 97.70000 , 9905.90000 , 0.49166 ,42.09576 ,100.85997 ,16.82352 ,19.57380 ,-3.72562 ,8.38821 , 2.79548 ,7.42477 , 2.24422 ,12.61949 , 4.92876 ,10.22140 , 7.21338 ,23.49000 ,22.00000 ,1.71000 ,-27.27000 ,-15.60000 , 12.00000 ,-4.59000 ,102.38099 ,1763316.32000 ,1018610.10000 ,348379.61000 ,371813.26000 , 5120.22000 ,662991.32000 ,643598.20000 ,1726560.48000 , 995969.44000 ,340329.03000 ,367066.40000 ,NA ,653302.29000 ,635188.33000 ,1583094.63000 ,39843.23000 ,345675.25000 , 89793.24000 ,338759.39000 ,417669.08000 ,351354.44000 ,NA ,180221.68000 ,1546672.77000 ,37183.71000 ,342118.66000 ,87176.58000 ,330203.01000 ,408026.52000 ,341964.29000 ,NA ,179887.72000 ,83.10000
Q3-2001      ,138028.23000 ,138787.17000 ,117709.95000 ,21077.22000 , 6477.96000 ,26651.49000 ,10368.15000 ,35291.08000 ,19911.36000 ,40087.13000 ,110.62807 ,111.64415 ,111.64714 ,113.83100 ,107.66581 ,107.01808 ,109.50797 ,102.71068 ,103.37586 ,101.42923 ,101.58540 ,101.48372 ,104.88351 ,103.66570 ,104.30000 ,103.21240 ,103.47356 ,101.95649 ,102.34660 ,103.03242 ,103.80000 , 84.50768 , 97.20000 , 9871.10000 ,-1.77107 ,42.59249 , 99.73603 ,16.25929 ,19.04717 ,-3.48956 ,7.77221 , 0.74331 ,7.50741 ,-0.44203 ,12.66143 , 9.14094 ,11.85652 , 9.00924 ,25.05000 ,25.42000 ,2.18000 ,  3.09000 , -8.53000 , -5.74000 , 3.28000 ,102.78240 ,1774627.60000 ,1024708.19000 ,352289.08000 ,370872.16000 , 3794.95000 ,655011.66000 ,632048.44000 ,1728047.65000 , 998549.51000 ,341670.72000 ,364756.86000 ,NA ,649310.39000 ,628965.16000 ,1595030.68000 ,40070.49000 ,345384.12000 , 91706.34000 ,341780.26000 ,420784.35000 ,355305.13000 ,NA ,179596.92000 ,1549923.35000 ,37758.65000 ,341066.32000 ,88042.62000 ,330865.51000 ,409478.06000 ,342712.19000 ,NA ,178124.29000 ,82.60000
Q4-2001      ,138269.83000 ,138714.65000 ,117699.20000 ,21015.44000 , 6402.73000 ,26546.91000 ,10327.04000 ,35183.81000 ,19897.10000 ,40357.06000 ,111.47614 ,112.06243 ,112.04142 ,114.67737 ,107.66881 ,106.61747 ,107.80110 ,103.55141 ,102.42552 ,102.25451 ,102.95948 ,101.81711 ,105.28129 ,104.80559 ,105.20000 ,110.99131 ,111.00814 ,110.64071 ,111.87533 ,108.26376 ,110.80000 , 85.66655 , 96.60000 , 9910.00000 ,-1.33773 ,43.19678 , 99.20925 ,14.99145 ,18.13998 ,-3.35275 ,6.83267 , 1.11792 ,7.68628 ,-0.78144 ,13.08201 , 1.02962 ,10.26314 , 4.12769 ,24.59000 ,22.73000 ,2.06000 ,  4.41000 ,  5.84000 , 10.12000 ,-0.61000 ,102.86307 ,1790473.96000 ,1027265.24000 ,358982.40000 ,368740.31000 ,-3391.74000 ,652607.89000 ,613730.14000 ,1730262.06000 , 997546.41000 ,345602.31000 ,362662.60000 ,NA ,649390.51000 ,620440.64000 ,1610066.95000 ,40206.04000 ,342323.90000 , 92564.57000 ,343483.48000 ,430750.10000 ,360738.86000 ,NA ,180407.01000 ,1553850.94000 ,38274.14000 ,338998.34000 ,88113.54000 ,331874.91000 ,411714.50000 ,344875.50000 ,NA ,176411.13000 ,81.40000
Q1-2002      ,138703.23000 ,137570.95000 ,116647.08000 ,20923.87000 , 6263.94000 ,26266.74000 , 9972.27000 ,34846.15000 ,19852.71000 ,40369.14000 ,112.24175 ,112.60524 ,112.61702 ,115.67306 ,108.40714 ,106.90713 ,107.46897 ,104.17463 ,102.97864 ,102.41987 ,103.69889 ,102.52392 ,106.59184 ,105.15192 ,106.10000 , 99.30537 , 98.23530 ,101.69312 , 97.65575 ,100.68309 ,100.20000 , 84.75969 , 98.20000 , 9977.30000 ,-3.38033 ,43.59011 , 99.56110 ,14.86141 ,18.42845 ,-4.08590 ,7.12846 , 2.23394 ,7.57612 , 2.12208 ,12.92223 , 9.05174 ,11.80335 , 7.68419 ,30.71000 ,26.62000 ,3.44000 ,  9.17000 , -4.89000 , -6.68000 , 2.53000 ,104.03346 ,1807173.40000 ,1033857.83000 ,362681.13000 ,370315.37000 ,-2411.41000 ,655766.16000 ,613035.66000 ,1734387.93000 , 998758.32000 ,346136.69000 ,361701.05000 ,NA ,650681.32000 ,621556.21000 ,1626629.96000 ,39670.34000 ,346069.52000 , 93358.19000 ,348544.19000 ,433155.59000 ,365832.13000 ,NA ,180543.44000 ,1558134.99000 ,37832.92000 ,339117.24000 ,88135.66000 ,332896.90000 ,413256.79000 ,346805.49000 ,NA ,176210.30000 ,80.50000
Q2-2002      ,138728.78000 ,138773.19000 ,117788.58000 ,20984.61000 , 6327.73000 ,26282.71000 ,10212.81000 ,35051.70000 ,20149.91000 ,40748.33000 ,112.65918 ,113.13383 ,113.15228 ,116.33782 ,108.69143 ,106.89079 ,107.72379 ,104.35398 ,103.20036 ,102.19547 ,106.10031 ,102.68739 ,106.44952 ,106.05715 ,107.00000 ,108.95648 ,108.58924 ,109.19078 ,109.69006 ,109.48312 ,108.40000 , 86.44266 , 98.30000 ,10031.60000 ,-3.71742 ,43.91011 ,100.40060 ,14.50708 ,18.38174 ,-4.41805 ,6.99126 , 0.83434 ,7.63561 , 0.36913 ,12.99928 , 2.03816 ,11.70952 , 6.83396 ,22.92000 ,20.55000 ,2.86000 ,-28.31000 ,-24.09000 ,  5.90000 ,-8.64000 ,104.61547 ,1822200.40000 ,1042679.75000 ,368512.59000 ,366948.05000 ,-1527.35000 ,668020.92000 ,622433.57000 ,1742556.40000 ,1002647.57000 ,349737.02000 ,357530.59000 ,NA ,663096.29000 ,629755.86000 ,1638332.86000 ,38510.66000 ,349556.22000 , 92340.40000 ,350151.98000 ,438468.70000 ,369304.91000 ,NA ,183867.54000 ,1564268.08000 ,37817.79000 ,341978.74000 ,86425.38000 ,333409.64000 ,417242.41000 ,347353.09000 ,NA ,178265.83000 ,81.00000
Q3-2002      ,138881.85000 ,139580.67000 ,118551.35000 ,21029.31000 , 6347.42000 ,26357.41000 ,10338.68000 ,35377.53000 ,20296.54000 ,40863.09000 ,113.55451 ,113.76206 ,113.62696 ,117.61138 ,108.98208 ,106.71875 ,106.76115 ,104.85950 ,103.89930 ,102.29095 ,106.65296 ,103.15692 ,107.22645 ,107.16951 ,107.90000 ,106.86673 ,106.59637 ,106.81910 ,105.85829 ,107.73183 ,107.40000 , 89.47125 , 97.70000 ,10090.70000 ,-3.71412 ,44.53713 ,101.09568 ,13.88317 ,18.43917 ,-4.41761 ,7.07074 ,-0.40307 ,7.69413 ,-0.81468 ,13.10252 , 3.89757 ,11.13264 , 6.87770 ,23.79000 ,23.63000 ,2.73000 ,  1.12000 ,-10.16000 , -8.19000 ,-0.41000 ,105.31593 ,1843030.65000 ,1053920.38000 ,373629.68000 ,371251.67000 ,-4898.14000 ,672671.83000 ,623544.78000 ,1748755.95000 ,1009324.26000 ,350788.95000 ,360804.99000 ,NA ,668917.87000 ,636707.47000 ,1655726.75000 ,38292.23000 ,352556.00000 , 94232.23000 ,354405.20000 ,443086.36000 ,373154.73000 ,NA ,187303.90000 ,1568261.44000 ,37703.78000 ,343419.99000 ,86865.01000 ,334672.15000 ,417340.61000 ,348233.88000 ,NA ,180498.48000 ,80.90000
