 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services",
Name:,ESA.Q.I5.S.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YA_B.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YC_E.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YF_F.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YG_I.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I5.S.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I5.S.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I5.S.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I5.S.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I5.S.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YA_B.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YC_E.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YF_F.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YG_I.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I5.Y.LCIT.NS0025.4.000,STS.Q.I5.W.LCIT.NS0025.4.000,STS.Q.I5.W.LCIW.NS0025.4.000,STS.Q.I5.W.LCIO.NS0025.4.000,STS.Q.I5.W.LCIT.NS0020.4.000,STS.Q.I5.W.LCIT.N100F0.4.000,STS.Q.I5.W.LCIT.NSG_K0.3.000,EXR.Q.Z59.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,MEI.Q.JPN.CMPGDP.VIXOBSA,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I5.N.CINP.CC1100.4.000,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I5.S.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I5.S.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I5.S.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I5.S.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I5.S.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I5.S.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I5.S.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I5.S.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I5.S.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I5.S.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I5.S.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I5.S.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YA_B.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YC_E.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YF_F.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YG_I.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I5.S.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YA_B.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YC_E.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YF_F.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YG_I.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I5.S.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I5.S.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I5.S.ECFIN.MAN013.TT
Q1-1999      ,131716.13000 ,130701.26000 ,110097.35000 ,20603.91000 ,6496.66000 ,26344.80000 , 9409.22000 ,32627.65000 ,17278.02000 ,38544.92000 ,105.67797 ,105.15558 ,105.51743 ,106.41243 ,102.51584 , 99.93665 , 98.05140 , 98.52915 , 99.32845 ,102.39600 , 97.16099 , 99.56646 , 94.89024 , 96.19312        ,NA        ,NA        ,NA        ,NA        ,NA , 91.50000 , 89.40000 ,100.00000 , 91.70000 ,10601.20000 ,  0.62523 ,52.07556 , 96.92779 ,18.71405 ,20.64555 ,-2.44404 ,9.19237 ,11.36552 ,7.90986 ,10.99819 ,12.51581 , 4.58623 ,11.87159 , 6.24790 ,31.92000 ,28.70000 ,2.07000 , -0.88000 ,-15.95000 , -6.03000 , 2.63000 , 81.55851 ,1580622.02000 , 908319.24000 ,314663.46000 ,327618.87000 ,  7644.99000 ,498426.19000 ,476896.79000 ,1608527.40000 , 935580.04000 ,326150.84000 ,337893.90000 ,NA ,524023.29000 ,524630.28000 ,1415859.85000 ,37446.77000 ,315068.97000 , 79627.29000 ,299202.79000 ,366299.25000 ,318214.79000 ,NA ,164762.17000 ,1439589.59000 ,37694.74000 ,313387.58000 ,83167.79000 ,301495.25000 ,373670.41000 ,330501.71000 ,NA ,168927.74000 ,81.90000
Q2-1999      ,132179.47000 ,132177.70000 ,111572.40000 ,20605.29000 ,6604.84000 ,26269.07000 , 9699.78000 ,33088.63000 ,17734.29000 ,38781.07000 ,106.08516 ,105.81490 ,106.00610 ,107.38221 ,103.05905 ,100.32881 , 99.20060 , 99.20147 , 99.19551 ,102.32277 , 97.87184 ,100.19070 , 96.02846 , 97.39067        ,NA        ,NA        ,NA        ,NA        ,NA , 99.00000 , 97.70000 , 97.24969 , 91.60000 ,10684.00000 ,  0.69602 ,50.11978 , 97.47106 ,17.99225 ,20.43684 ,-2.86313 ,9.25509 , 9.84863 ,8.00743 , 9.80573 ,12.89965 , 3.06152 ,11.08712 , 6.12395 ,23.28000 ,22.76000 ,2.38000 ,-18.10000 ,-13.81000 , 10.39000 ,-6.19000 , 82.17981 ,1595812.27000 , 917637.08000 ,316893.67000 ,334886.78000 ,  3987.51000 ,517198.11000 ,495138.63000 ,1618279.70000 , 941166.42000 ,325598.14000 ,343709.51000 ,NA ,541858.11000 ,538668.47000 ,1427881.30000 ,37215.91000 ,315353.93000 , 80671.53000 ,301924.64000 ,371276.24000 ,321439.05000 ,NA ,167930.97000 ,1448846.20000 ,37885.31000 ,315396.11000 ,83495.52000 ,303034.38000 ,378127.09000 ,331237.46000 ,NA ,169417.75000 ,81.70000
Q3-1999      ,132957.97000 ,133663.07000 ,112948.02000 ,20715.05000 ,6697.99000 ,26500.21000 , 9962.58000 ,33694.44000 ,18091.98000 ,38715.86000 ,106.31269 ,106.28398 ,106.35042 ,108.36477 ,103.65317 ,101.29700 ,100.89508 , 99.11537 , 98.35236 ,101.53515 , 97.72263 , 99.91894 , 96.36456 , 98.12001        ,NA        ,NA        ,NA        ,NA        ,NA , 96.00000 , 96.50000 , 95.53246 , 92.50000 ,10819.90000 ,  0.75810 ,49.17552 , 97.28740 ,17.69618 ,20.58652 ,-3.22977 ,9.25820 ,10.65586 ,7.81064 ,11.06419 ,12.83966 , 3.63152 ,10.78409 , 6.03584 ,26.29000 ,26.07000 ,2.37000 ,  8.83000 ,  0.64000 ,  4.40000 , 2.28000 , 82.80336 ,1618119.48000 , 929675.64000 ,321496.78000 ,342073.92000 ,  2762.77000 ,539071.10000 ,516130.29000 ,1637477.77000 , 950501.25000 ,327347.16000 ,349089.92000 ,NA ,559375.94000 ,552091.84000 ,1446530.76000 ,37336.18000 ,320534.97000 , 82311.66000 ,306259.62000 ,374807.74000 ,325280.59000 ,NA ,171588.72000 ,1465098.27000 ,38252.55000 ,320084.80000 ,84372.13000 ,308199.19000 ,381782.66000 ,332588.27000 ,NA ,172373.51000 ,82.10000
Q4-1999      ,133613.11000 ,133924.66000 ,113283.31000 ,20641.35000 ,6553.38000 ,26518.08000 ,10024.60000 ,33608.46000 ,18221.99000 ,38998.14000 ,106.53630 ,106.82533 ,106.88630 ,108.97794 ,103.77173 ,102.01808 ,102.54366 , 99.19494 , 97.87077 ,100.79938 , 98.61505 , 99.98809 , 97.33704 , 98.75444        ,NA        ,NA        ,NA        ,NA        ,NA ,100.70000 ,103.20000 , 93.40003 , 92.20000 ,11014.30000 ,  0.67238 ,48.91043 , 97.88553 ,17.87463 ,21.06234 ,-3.46515 ,9.56997 ,10.01249 ,7.82424 ,10.74881 ,12.65639 , 3.22763 ,10.68332 , 6.42082 ,27.58000 ,24.28000 ,2.14000 , 19.01000 , 13.28000 , 11.47000 , 2.09000 , 83.23973 ,1640283.01000 , 943446.51000 ,324980.15000 ,345794.62000 ,  7202.57000 ,558366.81000 ,540009.25000 ,1656604.54000 , 959909.98000 ,329063.66000 ,352515.90000 ,NA ,575298.15000 ,568385.23000 ,1465180.02000 ,37669.19000 ,327144.93000 , 82994.26000 ,308894.77000 ,381190.92000 ,327285.95000 ,NA ,175102.98000 ,1481684.60000 ,38621.51000 ,325981.04000 ,85022.61000 ,311716.27000 ,387312.63000 ,333050.22000 ,NA ,174919.47000 ,82.30000
Q1-2000      ,134452.97000 ,133338.55000 ,112672.36000 ,20666.18000 ,6387.61000 ,26243.45000 , 9790.02000 ,33468.25000 ,18376.69000 ,39072.52000 ,106.99238 ,107.78452 ,107.73040 ,109.61005 ,104.85593 ,103.32735 ,105.29130 , 99.40032 , 99.21111 ,100.56402 , 99.40616 ,100.01861 , 97.95697 , 98.91207 , 78.46822 , 73.41518 , 73.13799 , 74.22228 , 71.88757 , 94.20000 , 92.70000 , 89.00215 , 95.20000 ,11043.00000 ,  1.79103 ,47.91998 , 99.75839 ,18.53182 ,20.52457 ,-3.77597 ,9.21540 ,11.20099 ,7.30796 ,12.12810 ,13.03370 , 2.16173 ,11.44706 , 7.66285 ,28.82000 ,28.45000 ,2.47000 , 12.46000 ,  5.67000 ,  0.66000 , 4.48000 , 84.72626 ,1667336.09000 , 958492.75000 ,330651.84000 ,357736.23000 ,  5925.65000 ,587627.74000 ,573625.64000 ,1677060.97000 , 967811.61000 ,332929.55000 ,360985.73000 ,NA ,597804.74000 ,588089.00000 ,1491260.07000 ,37664.98000 ,328867.06000 , 85540.05000 ,314113.84000 ,392893.65000 ,332180.50000 ,NA ,176076.01000 ,1501725.84000 ,38346.11000 ,330905.19000 ,86494.86000 ,315958.62000 ,394736.96000 ,335382.36000 ,NA ,175331.46000 ,83.70000
Q2-2000      ,135410.85000 ,135345.78000 ,114528.57000 ,20817.21000 ,6514.41000 ,26356.79000 ,10060.97000 ,34009.17000 ,18895.07000 ,39509.38000 ,107.38256 ,108.29687 ,108.29951 ,110.02271 ,105.51728 ,104.57115 ,106.86774 , 99.54446 , 99.76237 , 99.95308 ,100.12286 , 99.70834 , 99.55788 , 99.24199 , 79.24399 , 80.92544 , 81.23617 , 79.94460 , 81.29945 ,102.00000 ,100.70000 , 86.22140 , 93.90000 ,11258.50000 ,  1.52376 ,45.14394 , 99.88059 ,18.04411 ,21.24135 ,-3.88759 ,9.74690 ,13.62123 ,7.38487 ,14.14748 ,12.61935 , 0.19553 ,11.05963 , 5.58119 ,23.97000 ,22.20000 ,2.64000 ,-21.08000 ,-17.35000 ,  8.73000 ,-6.12000 , 85.45332 ,1688182.17000 , 971461.83000 ,332492.67000 ,361451.43000 ,  9026.78000 ,610234.60000 ,597121.31000 ,1692327.15000 , 976072.91000 ,333612.47000 ,362555.98000 ,NA ,613564.17000 ,603342.28000 ,1510697.12000 ,37847.20000 ,335853.75000 , 85127.76000 ,319323.43000 ,396767.06000 ,335777.92000 ,NA ,177485.05000 ,1514507.71000 ,38150.45000 ,335983.30000 ,85489.26000 ,320595.21000 ,397092.81000 ,337193.61000 ,NA ,177811.65000 ,83.70000
Q3-2000      ,136161.83000 ,136926.49000 ,115928.78000 ,20997.71000 ,6581.28000 ,26690.63000 ,10261.55000 ,34602.92000 ,19269.98000 ,39520.13000 ,107.88139 ,109.09995 ,109.22141 ,110.73227 ,106.05333 ,105.68952 ,108.78318 ,100.34702 , 98.64624 , 99.89031 , 99.90519 ,100.00396 ,100.72685 ,100.88925 , 79.92272 , 79.27860 , 79.82898 , 77.59120 , 77.33329 , 99.30000 , 99.90000 , 84.54221 , 96.10000 ,11267.90000 ,  1.39556 ,43.85749 ,100.00783 ,18.20230 ,20.83655 ,-4.30282 ,9.64478 ,14.38955 ,7.31882 ,13.73318 ,12.59879 , 1.13741 ,11.31467 , 6.18928 ,28.67000 ,25.78000 ,2.59000 , 11.31000 , -1.02000 , -0.43000 , 1.25000 , 86.05006 ,1703887.70000 , 982369.01000 ,336126.00000 ,366204.01000 ,  9217.39000 ,632701.94000 ,622854.30000 ,1700441.37000 , 978873.73000 ,335146.68000 ,365530.66000 ,NA ,629533.57000 ,618395.56000 ,1528368.57000 ,38518.50000 ,339255.62000 , 86135.87000 ,323571.22000 ,401056.14000 ,339831.21000 ,NA ,175519.13000 ,1524079.89000 ,38549.54000 ,338321.32000 ,85876.91000 ,322785.76000 ,400285.01000 ,338240.48000 ,NA ,176364.27000 ,84.10000
Q4-2000      ,136956.43000 ,137371.26000 ,116380.40000 ,20990.86000 ,6517.28000 ,26772.38000 ,10244.31000 ,34674.23000 ,19347.21000 ,39815.85000 ,108.34376 ,109.90303 ,110.01971 ,111.22516 ,106.94983 ,106.84839 ,110.77233 ,100.70819 ,102.38028 , 99.59259 ,100.56579 ,100.26909 ,101.75830 ,100.95669 , 80.72227 , 84.87285 , 85.16895 , 83.89343 , 84.38202 ,104.40000 ,106.70000 , 82.36358 , 95.90000 ,11334.50000 ,  1.19450 ,43.13381 ,100.97613 ,17.38026 ,20.54839 ,-4.21885 ,9.22408 ,10.05660 ,7.24273 ,10.42357 ,12.50233 , 0.03396 ,10.78882 , 4.86004 ,28.44000 ,24.31000 ,1.79000 ,  7.09000 , 12.91000 ,  7.57000 , 0.53000 , 86.62347 ,1723299.84000 , 991855.90000 ,339911.54000 ,369801.81000 , 14642.87000 ,664183.26000 ,657140.56000 ,1712876.31000 , 981421.23000 ,337493.35000 ,366121.10000 ,NA ,653845.07000 ,640914.96000 ,1546492.45000 ,38601.35000 ,343808.44000 , 87565.45000 ,328666.32000 ,404994.08000 ,342856.80000 ,NA ,176807.39000 ,1536504.78000 ,37585.94000 ,342575.07000 ,86508.09000 ,326335.22000 ,403596.16000 ,339829.99000 ,NA ,176380.21000 ,84.60000
Q1-2001      ,137285.23000 ,136252.17000 ,115347.16000 ,20905.01000 ,6389.35000 ,26600.87000 , 9973.06000 ,34301.78000 ,19317.94000 ,39669.17000 ,109.22371 ,110.29468 ,110.39877 ,112.16296 ,106.75273 ,106.32644 ,109.00741 ,100.99295 ,103.09738 ,100.01082 ,101.16196 , 99.66428 ,101.96088 ,101.78322 , 81.36755 , 76.22362 , 76.00956 , 76.84893 , 74.73161 , 97.20000 , 96.40000 , 86.12973 , 97.10000 ,11297.20000 ,  0.92965 ,43.08725 ,101.46395 ,17.41549 ,19.85286 ,-4.11162 ,8.72276 , 2.37243 ,7.19506 , 2.77631 ,12.70037 , 3.14375 ,10.80214 , 4.54765 ,30.04000 ,28.54000 ,2.34000 ,  9.03000 , -2.43000 , -4.14000 , 3.27000 , 87.44344 ,1750049.54000 ,1006159.12000 ,344663.64000 ,372422.51000 ,  5686.00000 ,660103.30000 ,639654.48000 ,1725726.07000 , 992328.40000 ,339402.04000 ,369462.08000 ,NA ,653168.24000 ,634127.64000 ,1571747.58000 ,39446.17000 ,348271.80000 , 89219.50000 ,334839.18000 ,413366.01000 ,346604.92000 ,NA ,178301.97000 ,1548047.25000 ,37500.50000 ,345557.66000 ,87387.39000 ,330147.54000 ,407092.18000 ,340361.98000 ,NA ,177678.82000 ,84.20000
Q2-2001      ,137646.03000 ,137578.10000 ,116598.13000 ,20979.97000 ,6462.41000 ,26561.54000 ,10190.31000 ,34704.18000 ,19647.79000 ,40011.88000 ,110.00087 ,111.10199 ,111.32626 ,112.99863 ,107.23237 ,106.64590 ,109.38135 ,101.80460 ,104.89998 ,101.06692 ,101.86812 ,100.15989 ,103.83897 ,102.50983 , 81.98111 , 83.67871 , 83.98077 , 82.73786 , 84.17088 ,105.20000 ,104.30000 , 83.27808 , 97.30000 ,11371.30000 ,  0.14950 ,41.42452 ,100.86379 ,16.82352 ,19.57380 ,-3.72562 ,8.38821 , 2.79548 ,7.42477 , 2.24422 ,12.61949 , 4.92876 ,10.22140 , 7.21338 ,23.49000 ,22.00000 ,1.71000 ,-27.27000 ,-15.60000 , 12.00000 ,-4.59000 , 88.04685 ,1763709.71000 ,1018562.26000 ,348123.73000 ,371987.19000 ,  5951.71000 ,658354.03000 ,639266.71000 ,1726852.42000 , 996156.12000 ,340262.26000 ,367363.86000 ,NA ,649434.62000 ,631517.80000 ,1583186.00000 ,39821.41000 ,345250.22000 , 89969.47000 ,339137.30000 ,417921.23000 ,351086.38000 ,NA ,180523.71000 ,1547052.35000 ,37104.68000 ,342237.70000 ,87181.21000 ,330571.55000 ,408051.03000 ,341906.18000 ,NA ,179800.06000 ,83.10000
Q3-2001      ,138032.23000 ,138774.86000 ,117702.86000 ,21072.01000 ,6490.87000 ,26649.45000 ,10347.83000 ,35271.73000 ,19914.58000 ,40100.39000 ,110.60266 ,111.62200 ,111.72655 ,113.93725 ,107.73582 ,106.07838 ,108.51448 ,102.72835 ,103.65740 ,101.48492 ,101.61910 ,101.50550 ,104.90946 ,103.65997 , 82.73637 , 82.12377 , 82.70174 , 80.24369 , 80.07627 ,103.10000 ,104.00000 , 84.55376 , 97.50000 ,11340.10000 , -2.01937 ,41.90281 , 99.68858 ,16.25929 ,19.04717 ,-3.48956 ,7.77221 , 0.74331 ,7.50741 ,-0.44203 ,12.66143 , 9.14094 ,11.85652 , 9.00924 ,25.05000 ,25.42000 ,2.18000 ,  3.09000 , -8.53000 , -5.74000 , 3.28000 , 88.41030 ,1774735.77000 ,1024666.87000 ,352163.18000 ,371236.73000 ,  3120.43000 ,651274.21000 ,627664.05000 ,1728234.12000 , 998558.66000 ,341383.07000 ,364920.44000 ,NA ,645911.67000 ,625033.82000 ,1594983.98000 ,39963.71000 ,345257.99000 , 91723.92000 ,341908.83000 ,420888.57000 ,355240.98000 ,NA ,179751.79000 ,1549933.92000 ,37673.82000 ,341039.63000 ,88053.59000 ,330982.19000 ,409507.70000 ,342676.98000 ,NA ,178300.20000 ,82.60000
Q4-2001      ,138263.99000 ,138622.34000 ,117623.70000 ,20998.65000 ,6394.23000 ,26539.97000 ,10305.63000 ,35132.66000 ,19898.76000 ,40351.08000 ,111.44257 ,112.05229 ,112.14531 ,114.96914 ,107.72760 ,105.66533 ,106.85628 ,103.58257 ,102.01060 ,102.37209 ,102.93427 ,101.93418 ,105.32929 ,104.82873 , 83.32959 , 87.43233 , 87.90553 , 85.94484 , 86.96693 ,108.20000 ,110.80000 , 85.33529 , 97.50000 ,11380.10000 , -1.56559 ,42.53231 , 99.23966 ,14.99145 ,18.13998 ,-3.35275 ,6.83267 , 1.11792 ,7.68628 ,-0.78144 ,13.08201 , 1.02962 ,10.26314 , 4.12769 ,24.59000 ,22.73000 ,2.06000 ,  4.41000 ,  5.84000 , 10.12000 ,-0.61000 , 88.41233 ,1790370.04000 ,1027351.41000 ,359326.85000 ,368860.95000 , -3739.49000 ,648823.77000 ,610410.22000 ,1730366.58000 , 997464.16000 ,345210.67000 ,362625.28000 ,NA ,646029.00000 ,617319.38000 ,1610294.10000 ,40114.76000 ,342492.79000 , 92467.89000 ,343354.56000 ,430873.43000 ,360990.67000 ,NA ,180075.94000 ,1553632.27000 ,38225.65000 ,338827.87000 ,88147.95000 ,331720.86000 ,411872.34000 ,344837.58000 ,NA ,176734.32000 ,81.40000
Q1-2002      ,138657.56000 ,137572.69000 ,116673.81000 ,20898.88000 ,6250.98000 ,26256.44000 ,10001.12000 ,34809.31000 ,19861.91000 ,40392.93000 ,112.25344 ,112.62298 ,112.66731 ,115.67235 ,108.31963 ,105.87226 ,106.38753 ,104.17322 ,102.45293 ,102.42684 ,103.76821 ,102.55010 ,106.53652 ,105.12283 , 84.06659 , 78.84152 , 78.38766 , 80.27090 , 77.04047 ,100.70000 ,100.20000 , 84.78669 , 96.70000 ,11477.90000 , -3.50329 ,42.90208 , 99.56843 ,14.86141 ,18.42845 ,-4.08590 ,7.12846 , 2.23394 ,7.57612 , 2.12208 ,12.92223 , 9.05174 ,11.80335 , 7.68419 ,30.71000 ,26.62000 ,3.44000 ,  9.17000 , -4.89000 , -6.68000 , 2.53000 , 89.62487 ,1807687.87000 ,1033341.66000 ,362600.07000 ,370434.80000 , -1420.93000 ,652085.22000 ,609467.83000 ,1734384.22000 , 998573.08000 ,346216.89000 ,362151.95000 ,NA ,647923.43000 ,618984.20000 ,1627174.25000 ,39702.33000 ,345891.23000 , 93417.08000 ,348852.11000 ,433425.93000 ,365885.55000 ,NA ,180513.62000 ,1558373.99000 ,37830.24000 ,339397.81000 ,88132.59000 ,333072.10000 ,412987.84000 ,346865.52000 ,NA ,175961.85000 ,80.50000
Q2-2002      ,138733.90000 ,138804.06000 ,117790.14000 ,21013.92000 ,6336.98000 ,26278.70000 ,10205.19000 ,35065.94000 ,20151.08000 ,40766.16000 ,112.65635 ,113.16677 ,113.24624 ,116.30784 ,108.73602 ,105.89023 ,106.75506 ,104.43891 ,103.29999 ,102.32666 ,106.18678 ,102.74539 ,106.62863 ,106.05987 , 84.79060 , 86.62054 , 86.67605 , 86.42634 , 87.01318 ,109.50000 ,108.30000 , 86.65561 , 96.30000 ,11538.80000 , -3.93514 ,43.21896 ,100.40203 ,14.50708 ,18.38174 ,-4.41805 ,6.99126 , 0.83434 ,7.63561 , 0.36913 ,12.99928 , 2.03816 ,11.70952 , 6.83396 ,22.92000 ,20.55000 ,2.86000 ,-28.31000 ,-24.09000 ,  5.90000 ,-8.64000 , 90.12343 ,1822268.10000 ,1041881.43000 ,368029.81000 ,367192.94000 , -1279.93000 ,664969.23000 ,618957.93000 ,1742346.60000 ,1001810.13000 ,349525.57000 ,357663.93000 ,NA ,660767.26000 ,626622.51000 ,1638125.98000 ,38493.30000 ,349246.45000 , 92563.06000 ,350078.67000 ,438701.67000 ,369042.84000 ,NA ,184142.12000 ,1564051.51000 ,37812.06000 ,341819.87000 ,86427.78000 ,333500.45000 ,417067.30000 ,347378.29000 ,NA ,178272.02000 ,81.00000
Q3-2002      ,138916.40000 ,139592.07000 ,118538.88000 ,21053.18000 ,6354.49000 ,26362.20000 ,10327.50000 ,35397.21000 ,20289.13000 ,40861.54000 ,113.51654 ,113.70224 ,113.72443 ,117.77281 ,109.03944 ,105.77846 ,105.70790 ,104.90327 ,104.18235 ,102.39978 ,106.68117 ,103.15503 ,107.32511 ,107.15559 , 85.54836 , 84.86601 , 85.15099 , 84.03517 , 82.80906 ,107.70000 ,107.60000 , 89.62237 , 95.50000 ,11596.40000 , -3.96199 ,43.83828 ,101.09636 ,13.88317 ,18.43917 ,-4.41761 ,7.07074 ,-0.40307 ,7.69413 ,-0.81468 ,13.10252 , 3.89757 ,11.13264 , 6.87770 ,23.79000 ,23.63000 ,2.73000 ,  1.12000 ,-10.16000 , -8.19000 ,-0.41000 , 90.69967 ,1842614.79000 ,1053458.91000 ,373809.15000 ,370802.53000 , -5470.13000 ,669218.23000 ,619285.32000 ,1748626.54000 ,1008784.67000 ,350633.36000 ,360220.66000 ,NA ,665820.66000 ,633303.70000 ,1655405.35000 ,38191.12000 ,352787.36000 , 94183.54000 ,354174.27000 ,442870.04000 ,373199.02000 ,NA ,187209.43000 ,1568038.54000 ,37664.34000 ,343271.52000 ,86859.23000 ,334857.43000 ,417190.20000 ,348167.04000 ,NA ,180593.40000 ,80.90000
Q4-2002      ,138858.65000 ,139197.70000 ,118202.29000 ,20995.41000 ,6227.69000 ,26196.60000 ,10275.88000 ,35196.00000 ,20209.90000 ,41091.63000 ,114.18552 ,114.47875 ,114.26416 ,118.20468 ,109.42155 ,105.60968 ,105.80656 ,105.35441 ,107.05284 ,102.28517 ,107.21338 ,103.24096 ,107.36292 ,107.93253 , 86.28194 , 90.41189 , 90.71540 , 89.48084 , 89.74722 ,112.20000 ,114.50000 , 90.62463 , 95.70000 ,11598.80000 , -4.46275 ,44.64455 ,101.23249 ,13.65821 ,18.40210 ,-4.63309 ,6.97315 , 2.31467 ,8.08241 , 1.58238 ,13.04704 , 4.20059 ,10.90316 , 9.33190 ,23.46000 ,22.19000 ,2.19000 ,  5.58000 ,  9.97000 , 10.36000 ,-1.69000 , 90.98275 ,1855965.68000 ,1062401.84000 ,377351.40000 ,375103.36000 , -4192.29000 ,673724.91000 ,628515.36000 ,1750722.66000 ,1012392.27000 ,352610.87000 ,363053.26000 ,NA ,671177.24000 ,641915.11000 ,1667945.17000 ,37793.28000 ,351686.99000 , 94883.96000 ,357177.41000 ,448381.38000 ,378022.15000 ,NA ,188020.51000 ,1571910.41000 ,36482.46000 ,343733.66000 ,86917.44000 ,336735.48000 ,418893.14000 ,349152.10000 ,NA ,178783.19000 ,81.10000
