"survey_period","spf_h0","spf_h1","spf_h2","spf_h3","spf_h4","rgdp"
2001 Q1,2.65742132177743,NA,NA,NA,NA,2.20515515349451
2001 Q2,2.29446003200789,2.6675376309897,NA,NA,NA,0.201769249791095
2001 Q3,1.44612478851109,2.34710376188088,2.69814073763893,NA,NA,0.385792469003743
2001 Q4,1.02425630321767,1.9311453968675,2.50776596511554,2.74152913097848,NA,-0.660316880827816
2002 Q1,1.37416230880726,1.73685958868751,2.52073622155008,2.69231026110102,2.78301332821574,0.871087304173601
2002 Q2,2.55226872711754,1.75920612747971,2.16442155996941,2.87449071635963,2.80303683869232,1.36578692645493
2002 Q3,3.1538917799405,2.93194246832326,2.0538635666303,2.37820254561036,3.0513679637644,1.32682913773279
2002 Q4,1.86089449532684,2.90498857137593,2.86921767991235,2.37371149181078,2.44946287415735,0.67982324380218
2003 Q1,1.27389157034378,1.85394497782021,2.44638152663691,2.6456049960558,2.65074746530697,0.0381512951699525
2003 Q2,0.926660369835046,1.47579697249741,1.84977526731623,2.17121729979351,2.51143738574187,-0.181283707073288
2003 Q3,1.02615201375397,1.3621605757591,1.75896620247292,1.84769041206424,2.0336351863718,1.54216770682993
2003 Q4,1.34503560537424,1.44805441914824,1.84243047729407,2.10057833034022,1.84699546031357,1.24123691900133
2004 Q1,1.96872480759725,1.92059791206783,1.80334472726725,2.24500652469432,2.40960631101789,2.31179840937314
2004 Q2,2.01828554557743,2.09182675089076,2.26593529608398,2.01651891213866,2.48655215313447,2.05686311441093
2004 Q3,1.90836352593547,2.13686571335979,2.15192789222825,2.43860398809206,2.12310600457436,1.21526338263944
2004 Q4,2.05153069327466,2.01022026013827,2.15819760995585,2.201941064005,2.49616021876142,0.619556677607136
2005 Q1,1.82827124178545,2.02129681160672,2.17355537941737,2.14431710472873,2.23941538650197,2.00869283449305
2005 Q2,2.07285294418329,1.99105310119087,2.00315648260595,2.27155645098483,2.13598880159246,1.17100512102082
2005 Q3,1.27305023795951,2.19284249538578,2.05444349409372,1.99408631810557,2.32055698676856,2.55445183200291
2005 Q4,1.82429043197654,1.51574224295321,2.11107868084487,2.10818317651226,1.99106292993877,1.24577709009654
2006 Q1,2.12470529563801,1.78803789171693,1.86801518656101,1.97957576729578,2.14894511582592,2.37170284882551
2006 Q2,2.41758286433374,2.01173970089474,1.76628636756117,2.0793789527257,1.90067401916633,3.59448506164404
2006 Q3,2.39630157512544,2.36987591719894,1.96139966481758,1.75541060548329,2.18506083580804,2.08971247466958
2006 Q4,2.61606893474416,2.08691203812299,2.12206322902953,1.93377574314792,1.75178535145733,3.5905790431354
2007 Q1,1.9876981832221,1.80380815305666,1.75342468166795,1.84087041117626,1.92022085609299,2.43408060520518
2007 Q2,1.81697697454415,1.99604878495795,1.31645168404417,1.55333226779493,1.6721547204643,1.40449548281325
2007 Q3,2.45174972424439,1.78996789594017,2.02921727464074,1.07277344953792,1.45328606085842,2.88606542835221
2007 Q4,2.13206631053392,2.40298168075243,2.03325216671824,2.08111907327363,0.991547371369167,1.53682611137846
2008 Q1,1.62202878333791,2.15335961843469,2.33558806616506,2.31965382106907,2.13217611753025,3.222998120353
2008 Q2,1.32350206838724,1.49951623909611,2.16613560317516,2.29515189741263,2.49149481367956,-0.784561275048445
2008 Q3,0.226968755461998,1.40346562699228,1.6545163309035,2.1725235955454,2.27493381303642,-0.812353714729852
2008 Q4,0.146698561276392,0.645747263842364,1.54162604180711,1.88452582381657,2.17465292633547,-5.75165103511995
2009 Q1,-2.45817749039442,0.441896532901993,1.37553306196657,1.68831816493876,2.1074543183715,-9.68408178450968
2009 Q2,-3.42460813819982,-2.10072608251303,0.619015315877354,1.8134045408411,1.77633343881774,-0.489911102277762
2009 Q3,-0.663145609739116,-1.89380474921864,-1.20721760608461,0.707574707365034,2.03234028027836,1.52854316949271
2009 Q4,1.10623618821255,0.46657569663471,-0.445429654962068,-0.0797028605642689,0.737094504527594,0.459223433597322
2010 Q1,1.21660456549035,1.22459530556556,0.708779236954557,0.675054953265879,0.957395372824318,0.799151150325228
2010 Q2,1.42873186699988,1.23525634034829,1.29561077597737,0.854101361146466,1.34734571820265,3.90162069670983
2010 Q3,1.7502093735427,1.57264882616806,1.34008634472982,1.33111851118328,0.92676242324242,1.45328268647988
2010 Q4,1.3178681383954,1.58854748650485,1.58638670502013,1.47385683936071,1.34295442291858,1.14107948317874
2011 Q1,1.3737140694191,1.22842304934686,1.31339241578262,1.54272982208559,1.59739078915702,3.38733524164045
2011 Q2,1.75139748823635,1.43387672276769,1.17475599591774,1.14829937334929,1.51653569232486,0.603834313566431
2011 Q3,1.16102860308527,1.78406399937115,1.53691243549013,1.14792246920318,1.06575285213262,0.611194815707927
2011 Q4,0.640472837815435,1.27178223735153,1.72694049823109,1.65739011662411,1.13897796029832,-1.26146662186812
2012 Q1,0.339650631079463,0.70164011106855,1.63810187560607,1.64893072130703,1.76505567107392,-0.0390129561668617
2012 Q2,-0.286587236367145,0.387720152259059,0.73834047502042,1.8578936585588,1.60212485515259,-0.667988114093954
2012 Q3,0.217219814543566,0.109204183290412,0.526828822931861,0.756690656996355,1.96778955003516,-0.207439696438894
2012 Q4,-0.123032324414659,0.351798180194071,0.422447845991476,0.688462928924277,0.762807384321666,-2.34634196815027
2013 Q1,0.108852914208092,0.040629319705333,0.465390297583496,0.637057070565144,0.832543615301128,-0.827844166903047
2013 Q2,-0.60756199011679,0.299635273260013,0.138826306177328,0.533545568017151,0.765822605309344,1.1814495215958
2013 Q3,0.0613655875170822,-0.0108490899898026,0.493008775174045,0.187924799413326,0.567623203233978,0.322968848257821
