origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd
1,2001,89.0944981905565,90.585446023426,1.96411461505878,1.93960056485992
2,2001,90.6580366318838,92.0105991170563,1.9425308800506,1.91936397070667
3,2001,92.889857293903,94.4706147144236,2.01584720813388,1.99557642189855
4,2001,99.2863408057717,101.198351487411,2.28854271702341,2.28394154271245
1,2002,100.13741704936,102.841049678136,2.089764250531,2.12060679627056
2,2002,102.407362249745,103.824837104812,2.099423383938,2.07600797382979
3,2002,121.128885771875,126.486121860219,3.12638851108373,3.33024928259147
4,2002,103.498061851746,105.005372400208,2.06666357379354,2.05065860138385
1,2003,106.772117212451,108.54741401392,2.00318409229743,1.99325539734392
2,2003,107.621615109236,108.974448611264,1.95471030947637,1.934950549937
3,2003,110.553805338919,113.314231474703,2.04487791879684,2.07511990867495
4,2003,125.255425015349,130.33096687923,2.67881744601496,2.83553362126
1,2004,116.086586756602,117.71920122225,2.0372392357153,2.02171869510486
2,2004,117.747587790854,119.155758828976,2.02236591865455,2.00425780385022
3,2004,118.855706046322,120.615922378228,2.03593438535841,2.02627513839179
4,2004,119.788765385723,121.459651301004,2.03285132858558,2.02560115151756
1,2005,124.393608447363,126.037567180244,2.02928609078747,2.01547276059988
2,2005,124.916039373363,126.395909161594,1.97508409540343,1.96189389684133
3,2005,121.167296270233,123.571926902612,1.82573207083654,1.84124807277782
4,2005,122.683486708289,124.164823747961,1.84570736948779,1.83685905715923
1,2006,123.370198871316,124.964155333188,1.72660188990053,1.71879282286213
2,2006,125.523592037322,126.751599822275,1.73458693126689,1.72033466053624
3,2006,125.256022932616,127.083588870755,1.71008659848016,1.70962395246522
4,2006,153.614866558757,159.746818823905,2.65088886947594,2.82287246702103
1,2007,129.468446896481,130.847225538299,1.67898530397787,1.66701750114876
2,2007,131.340114743316,132.536768231666,1.67958246319686,1.6666514847385
3,2007,132.420351484975,134.192347727371,1.69281587579859,1.69118542935336
4,2007,132.316058227709,133.519618406882,1.66951164618422,1.65822872039808
1,2008,137.410526625539,139.019979383265,1.68381797049351,1.67807984464316
2,2008,138.788003179654,140.010605111078,1.67214524811981,1.66074605404
3,2008,155.705328899913,159.391212068404,2.11872848130674,2.16819410460293
4,2008,145.115681846291,148.093901908099,1.79116742270386,1.82078524749623
1,2009,145.786522975021,147.526995327637,1.698497434907,1.69597939928717
2,2009,153.543892277059,154.994515519345,1.8434018716872,1.83474608373666
3,2009,231.07865040656,243.67209727633,5.28354837341586,6.01713407338047
4,2009,229.100117389827,241.738087156368,5.00068512141655,5.70614570936949
1,2010,169.185976727183,170.751102381051,2.09136621289707,2.07789842341789
2,2010,171.847846569685,173.304292099566,2.10776344444491,2.09494278207645
3,2010,172.718241857565,174.452447027847,2.10979358216862,2.10119512983467
4,2010,178.322900613774,182.172512783975,2.23408439000965,2.28655596735791
1,2011,176.761093188022,178.302226434343,2.0637031428975,2.05080315179416
2,2011,178.099153963911,179.522586399676,2.04529008270902,2.03338763198971
3,2011,181.274254920427,183.107395453452,2.10700155088345,2.10137718065062
4,2011,183.582925145976,186.602733385404,2.13850432559563,2.16611897907941
1,2012,185.276105063786,186.931786375459,2.06224227978717,2.05277684398978
2,2012,187.631661509627,189.037193002643,2.06964978929707,2.05745445437136
3,2012,189.683568018051,192.492818693375,2.10089402341486,2.11945685713244
4,2012,196.965933802459,199.805137425126,2.25422208035708,2.27541922131658
1,2013,192.629486404592,194.734372190436,2.03358040483464,2.03531638660153
2,2013,194.923258129631,196.322210810938,2.03944847736439,2.02815338251471
3,2013,210.499146104856,216.724668517514,2.40831161740108,2.51845250828639
4,2013,206.972928193189,210.319430463618,2.28128142496286,2.31412407506213
1,2014,201.382105978689,203.226424844289,2.03889641091406,2.03474271638405
2,2014,202.74656097186,204.132180444203,2.02392093781055,2.01307022598475
3,2014,204.918120362428,207.129371229721,2.05493760122158,2.05891628466275
4,2014,204.749569335929,206.447605416661,2.02925705216312,2.02571213355341
1,2015,209.459665552273,211.097573531976,2.02931086141611,2.02111450326644
2,2015,212.372422340185,213.76831466834,2.04788465716892,2.03732611041267
3,2015,213.716166466374,215.556565535155,2.06008593970638,2.05611115105655
4,2015,212.369254288366,213.732061958493,2.0114245430867,2.00176142358923
1,2016,216.218632014128,217.782395550121,1.99380323979127,1.98495324668656
2,2016,218.27815504617,219.648554387058,1.99458273682825,1.98472226653958
3,2016,218.904342788786,220.450502618907,1.99232280686003,1.98358320544131
4,2016,220.068198172251,221.509086965406,1.99624829112335,1.98862467474872
