 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services","Value added: by economic activity at current prices (NACE Rev2)",,,,,,"Value added: by economic activity, chain-linked volumes (NACE Rev2)",,,,,,"Employment: by economic activity (NACE Rev2)",,,,,,"Unit labour cost: by economic activity (NACE Rev2)",,,,,,
Name:,ESA.Q.I7.Y.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2A_A.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2B_E.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2F_F.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2G_I.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I7.Y.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I7.Y.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I7.Y.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I7.Y.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I7.Y.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I7.Y.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I7.Y.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2A_A.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2B_E.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2F_F.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2G_I.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I7.W.LCIT.2B_S00.4.000,STS.Q.I7.W.LCIT.2B_S00.4.000,STS.Q.I7.W.LCIW.2B_S00.4.000,STS.Q.I7.W.LCIO.2B_S00.4.000,STS.Q.I7.W.LCIT.NS0020.4.000,STS.Q.I7.W.LCIT.2F0000.4.000,STS.Q.I7.W.LCIT.2G_N00.4.000,EXR.Q.E1.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,BISM.Q.RHGB.JP.01,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I7.N.CINP.CC1109.4.000,ESA.Q.I7.Y.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I7.Y.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I7.Y.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I7.Y.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I7.Y.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I7.Y.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I7.Y.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I7.Y.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I7.Y.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I7.Y.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I7.Y.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I7.Y.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I7.Y.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I7.Y.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2A_A.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2B_E.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2F_F.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2G_I.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I7.Y.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I7.Y.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2A_A.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2B_E.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2F_F.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2G_I.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I7.Y.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I7.Y.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I7.S.ECFIN.MAN013.TT,ESA.Q.I7.Y.0000.B1G000.1000.2J_J.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2K_K.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2L_L.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2M_N.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2O_Q.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2R_U.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2J_J.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2K_K.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2L_L.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2M_N.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2O_Q.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2R_U.L.U.A,ESA.Q.I7.N.1000.TOTEMP.0000.2J_J.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2K_K.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2L_L.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2M_N.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2O_Q.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2R_U.N.P.A,ESA.Q.I7.Y.1000.UNLACO.0000.2J_J.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2K_K.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2L_L.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2M_N.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2O_Q.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2R_U.D.U.I
Q3-2005      ,145131.24000 ,145746.83000 ,124161.97000 ,21584.85000 ,5836.89000 ,25328.94000 ,11225.99000 ,35622.81000 ,NA ,NA ,100.12414 ,100.33147 ,100.35551 ,100.08420 ,100.30939 ,100.05350 ,100.59555 , 99.91727 , 98.91355 , 99.71604 , 99.70392 , 99.97513 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 89.10000 , 91.20000 , 89.60000 , 98.95343 , 92.70000 ,14292.90000 , -4.55382 ,51.77935 ,506365.20000 ,14.16036 ,19.76411 ,-5.38714 ,7.15710 , 8.38447 ,8.33241 , 7.48611 ,13.78371 , 2.40923 ,10.58945 , 9.24788 ,24.61000 ,23.55000 ,3.83000 ,  6.22000 ,  2.04000 , -3.27000 , 3.14000 , 86.35148 ,2047510.10000 ,1173860.09000 ,418909.72000 ,423911.64000 ,  2225.24000 , 787623.71000 , 759020.30000 ,2044965.23000 ,1169696.52000 ,418556.20000 ,422604.10000 ,NA , 787204.33000 ,754528.72000 ,1832137.02000 ,33990.18000 ,370347.69000 ,118222.95000 ,355474.07000 ,NA ,NA ,NA ,215373.08000 ,1831194.48000 ,34251.85000 ,370354.53000 ,117832.74000 ,355307.08000 ,NA ,NA ,NA ,213788.49000 ,81.30000 ,83438.79000 , 92532.37000 ,197299.94000 ,179187.81000 ,337173.50000 ,64469.71000 , 83449.18000 , 92758.05000 ,196816.64000 ,178899.71000 ,337303.69000 ,64199.64000 ,3849.47000 ,4047.77000 ,1249.65000 ,15903.41000 ,32679.93000 ,10001.97000 , 99.30199 ,101.26817 ,100.31751 ,100.16306 ,100.01161 ,100.71336
Q4-2005      ,145748.53000 ,145933.37000 ,124340.06000 ,21593.31000 ,5743.73000 ,25280.10000 ,11275.93000 ,35426.97000 ,NA ,NA ,100.79381 ,101.07586 ,100.84560 ,101.56366 ,101.06478 ,101.10203 ,101.82085 ,100.62468 ,100.53248 , 99.86171 ,100.38779 , 99.94535 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 98.00000 , 95.50000 , 95.90000 , 98.00456 , 92.10000 ,14372.00000 , -4.01695 ,51.92706 ,507274.50000 ,13.60166 ,20.35873 ,-6.63389 ,7.61784 , 7.49322 ,8.02871 , 7.47202 ,13.51839 , 2.37975 , 9.79007 , 8.05161 ,27.03000 ,24.15000 ,3.36000 , 21.39000 , -9.56000 , 16.29000 , 4.59000 , 86.82506 ,2074842.53000 ,1183873.87000 ,425895.26000 ,432186.26000 , 14016.61000 , 808009.58000 , 789139.03000 ,2058454.60000 ,1173918.40000 ,419329.64000 ,427621.93000 ,NA , 799171.14000 ,774994.18000 ,1855252.54000 ,33356.62000 ,374486.38000 ,120903.75000 ,358818.90000 ,NA ,NA ,NA ,219589.99000 ,1844063.93000 ,33836.79000 ,373172.82000 ,118565.92000 ,358109.76000 ,NA ,NA ,NA ,214392.36000 ,81.50000 ,82379.79000 , 94432.10000 ,199482.55000 ,182198.57000 ,343898.62000 ,65295.28000 , 83691.43000 , 94885.32000 ,197667.84000 ,181025.74000 ,338404.07000 ,64706.25000 ,3883.17000 ,4056.64000 ,1272.43000 ,16046.31000 ,32900.67000 ,10047.40000 ,100.07389 ,100.33230 ,102.48258 ,100.91189 ,101.87163 ,100.29671
Q1-2006      ,146389.27000 ,145534.60000 ,123653.59000 ,21881.01000 ,5565.83000 ,25011.20000 ,11046.03000 ,35448.85000 ,NA ,NA ,101.08988 ,101.74394 ,101.39124 ,101.12159 ,101.82519 ,101.51023 ,103.21244 ,100.41186 ,103.30111 , 99.46237 ,102.22656 ,100.65128 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 85.50000 , 88.10000 , 88.70000 , 97.95427 , 93.90000 ,14546.40000 , -3.20444 ,52.29119 ,509412.80000 ,14.46659 ,20.42348 ,-6.11800 ,7.65213 , 5.05953 ,7.76089 , 3.50835 ,13.50908 , 4.44498 , 9.87983 ,10.52577 ,31.85000 ,23.83000 ,4.24000 ,  8.63000 , -5.00000 , -7.57000 , 5.17000 , 88.42230 ,2100025.85000 ,1199201.91000 ,427844.83000 ,440315.89000 , 18410.11000 , 834300.56000 , 820047.46000 ,2077050.70000 ,1182553.98000 ,423036.68000 ,432337.62000 ,NA , 821617.79000 ,794241.65000 ,1874396.88000 ,32803.50000 ,381938.64000 ,122645.37000 ,360382.25000 ,NA ,NA ,NA ,225628.97000 ,1859754.59000 ,33119.68000 ,379974.14000 ,118002.61000 ,359487.52000 ,NA ,NA ,NA ,217296.11000 ,82.00000 ,84683.01000 , 94654.49000 ,203574.70000 ,184605.77000 ,343379.41000 ,65729.74000 , 85694.11000 , 96411.32000 ,198171.47000 ,183281.19000 ,340514.91000 ,65097.64000 ,3897.66000 ,4086.84000 ,1281.95000 ,16041.16000 ,33010.33000 ,10144.74000 , 99.73884 , 99.93845 ,101.94073 ,100.83754 ,100.52733 ,100.80067
Q2-2006      ,147195.46000 ,147333.87000 ,125286.05000 ,22047.81000 ,5729.89000 ,25116.53000 ,11396.95000 ,36025.41000 ,NA ,NA ,101.60045 ,102.12669 ,102.02680 ,102.26423 ,102.59608 ,102.08519 ,103.44904 ,100.64227 ,103.00461 , 98.54514 ,102.17320 ,100.58478 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 97.60000 , 93.80000 , 97.50000 , 99.81422 , 93.50000 ,14591.60000 , -3.25004 ,51.08116 ,511598.00000 ,14.18250 ,20.36402 ,-6.20091 ,7.85984 , 1.82516 ,7.67241 , 0.60619 ,13.18116 , 2.49231 , 9.35420 , 9.53011       ,NA ,23.42000      ,NA ,-24.32000 ,-15.67000 ,  9.75000 ,-9.87000 , 89.64448 ,2134497.77000 ,1212760.25000 ,434739.58000 ,454390.74000 , 11529.68000 , 858740.71000 , 837663.18000 ,2100613.87000 ,1188518.74000 ,425065.52000 ,442825.05000 ,NA , 840985.69000 ,809512.00000 ,1906924.45000 ,32855.72000 ,388443.14000 ,126264.82000 ,365540.57000 ,NA ,NA ,NA ,227573.32000 ,1882014.15000 ,33499.34000 ,385020.53000 ,120680.75000 ,363509.57000 ,NA ,NA ,NA ,218599.72000 ,83.10000 ,85382.88000 , 97188.93000 ,206836.25000 ,188451.27000 ,349241.13000 ,66719.75000 , 87216.29000 ,100164.15000 ,198883.50000 ,185543.06000 ,341674.11000 ,65822.85000 ,3953.13000 ,4099.86000 ,1295.29000 ,16330.71000 ,33084.62000 ,10301.46000 , 99.23998 , 97.32036 ,103.52004 ,101.55548 ,102.21228 ,100.90104
Q3-2006      ,147703.60000 ,148297.84000 ,126533.60000 ,21764.24000 ,5687.42000 ,25292.72000 ,11586.35000 ,36245.55000 ,NA ,NA ,102.07021 ,102.64378 ,102.45532 ,102.22495 ,103.37405 ,102.44560 ,103.92379 ,100.82604 ,103.00542 , 98.88543 ,102.42522 ,100.38186 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 92.40000 , 92.50000 , 91.60000 ,100.15455 , 93.00000 ,14604.40000 , -3.31045 ,50.77346 ,511234.00000 ,13.65511 ,20.06037 ,-6.42387 ,7.90847 , 2.31317 ,7.71750 , 1.23517 ,12.69675 , 4.80987 , 9.14702 , 8.47735       ,NA ,24.26000      ,NA ,  8.33000 ,  2.91000 ,  0.24000 , 3.93000 , 90.66159 ,2157876.61000 ,1220581.38000 ,435868.54000 ,462747.17000 , 15979.81000 , 870558.13000 , 847858.42000 ,2113894.32000 ,1191207.09000 ,426341.78000 ,447586.93000 ,NA , 849597.54000 ,815660.96000 ,1928566.36000 ,33419.37000 ,393665.28000 ,129390.51000 ,369758.39000 ,NA ,NA ,NA ,229310.25000 ,1895447.42000 ,33480.45000 ,387795.48000 ,122175.99000 ,365771.81000 ,NA ,NA ,NA ,218446.91000 ,83.80000 ,85787.81000 , 97641.73000 ,209913.64000 ,191168.37000 ,350660.59000 ,67160.67000 , 88190.57000 ,102078.86000 ,199556.22000 ,187710.44000 ,342735.57000 ,65952.03000 ,3977.40000 ,4103.95000 ,1307.60000 ,16744.43000 ,33069.74000 ,10282.68000 , 98.95898 , 96.79882 ,105.54875 ,102.50877 ,102.13099 ,101.64944
Q4-2006      ,148364.00000 ,148486.02000 ,126718.20000 ,21767.82000 ,5569.53000 ,25226.71000 ,11736.57000 ,35961.58000 ,NA ,NA ,102.54634 ,102.81189 ,102.76000 ,102.41501 ,103.97593 ,102.95432 ,103.63681 ,100.82389 ,101.70091 , 98.42239 ,103.23269 ,100.30679 ,NA ,NA        ,NA        ,NA        ,NA        ,NA ,100.60000 , 97.70000 , 98.00000 , 98.87486 , 93.90000 ,14718.40000 , -2.67976 ,50.69500 ,517803.40000 ,14.29848 ,19.40824 ,-5.45783 ,7.88769 , 1.97284 ,6.98761 , 1.93977 ,12.41990 , 0.95286 , 9.45679 , 8.72260       ,NA ,24.74000      ,NA , 13.44000 , 18.26000 , 12.96000 , 0.28000 , 91.17079 ,2192115.44000 ,1234926.21000 ,440313.13000 ,477687.13000 ,  3614.76000 , 907204.75000 , 871630.53000 ,2136919.99000 ,1201325.46000 ,429788.28000 ,459217.10000 ,NA , 880511.46000 ,840364.58000 ,1956543.59000 ,33993.87000 ,398742.88000 ,132466.86000 ,375585.85000 ,NA ,NA ,NA ,235571.86000 ,1915072.35000 ,34029.66000 ,391511.17000 ,124229.78000 ,371088.08000 ,NA ,NA ,NA ,221847.65000 ,84.10000 ,86947.73000 , 97752.40000 ,214291.51000 ,195682.46000 ,353310.25000 ,67769.77000 , 89919.92000 ,102739.75000 ,200939.18000 ,190960.01000 ,343530.70000 ,66124.10000 ,3974.85000 ,4120.68000 ,1324.02000 ,16791.10000 ,33385.57000 ,10395.42000 , 97.69564 , 98.76978 ,106.84992 ,102.33264 ,102.54044 ,102.79321
Q1-2007      ,149077.30000 ,148163.48000 ,126180.92000 ,21982.57000 ,5461.50000 ,25047.40000 ,11597.81000 ,36061.62000 ,NA ,NA ,103.37581 ,103.60998 ,103.38126 ,102.78892 ,104.92274 ,103.07900 ,103.67877 ,101.19617 , 99.11186 , 98.53160 ,105.31803 ,101.05726 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 87.30000 , 89.70000 , 91.40000 , 99.23908 , 94.70000 ,14728.10000 , -3.33544 ,51.33884 ,522847.90000 ,13.86808 ,18.96991 ,-5.59084 ,7.32732 , 2.84902 ,6.96780 , 2.02598 ,12.02225 , 4.61138 ,10.00354 , 6.34084       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 92.60254 ,2227916.14000 ,1241787.97000 ,445156.52000 ,488741.62000 , 20952.28000 , 915984.42000 , 884706.66000 ,2153868.73000 ,1200451.41000 ,432845.28000 ,465471.17000 ,NA , 887484.23000 ,852158.41000 ,1987459.92000 ,34460.53000 ,404535.75000 ,134611.70000 ,382087.46000 ,NA ,NA ,NA ,240456.22000 ,1932563.90000 ,35567.78000 ,394789.50000 ,124240.66000 ,372905.09000 ,NA ,NA ,NA ,221386.05000 ,84.30000 ,87873.15000 , 99093.83000 ,217963.08000 ,201250.17000 ,356635.57000 ,68948.69000 , 91821.67000 ,104568.10000 ,202087.84000 ,194277.53000 ,345732.00000 ,66841.67000 ,3968.93000 ,4122.20000 ,1334.20000 ,16813.39000 ,33399.04000 ,10357.40000 , 96.92204 , 97.30481 ,108.36863 ,102.72976 ,102.81308 ,102.81340
Q2-2007      ,149728.77000 ,149945.80000 ,127829.45000 ,22116.36000 ,5588.64000 ,25158.06000 ,11929.76000 ,36719.99000 ,NA ,NA ,103.97912 ,104.27604 ,104.01777 ,103.30686 ,105.45721 ,103.66528 ,104.42047 ,101.74165 , 98.81268 , 98.67696 ,106.53516 ,101.60417 ,NA ,NA        ,NA        ,NA        ,NA        ,NA ,100.20000 , 96.10000 ,100.20000 ,100.37472 , 93.70000 ,14841.50000 , -3.51555 ,50.07700 ,523696.40000 ,14.15534 ,18.92036 ,-5.35778 ,7.45541 , 4.37496 ,6.86440 , 4.17114 ,11.82878 , 2.42651 , 9.48732 , 8.32095       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 93.87645 ,2251916.24000 ,1258783.10000 ,449094.63000 ,491547.31000 , 18358.13000 , 933064.10000 , 898931.03000 ,2164208.84000 ,1209306.03000 ,434445.37000 ,465708.26000 ,NA , 898722.27000 ,859507.41000 ,2011973.00000 ,35130.90000 ,411051.55000 ,135043.66000 ,386887.11000 ,NA ,NA ,NA ,239943.24000 ,1943514.43000 ,35611.56000 ,398572.06000 ,123366.69000 ,376016.97000 ,NA ,NA ,NA ,220828.23000 ,85.00000 ,89197.68000 ,100181.65000 ,221276.80000 ,204091.23000 ,359854.31000 ,69258.12000 , 93250.27000 ,105571.67000 ,202400.72000 ,195786.04000 ,346630.33000 ,66731.19000 ,4030.69000 ,4135.88000 ,1333.71000 ,17197.07000 ,33452.24000 ,10399.77000 , 96.29499 , 97.42465 ,108.72875 ,103.65111 ,103.30393 ,103.23036
Q3-2007      ,150398.43000 ,151066.37000 ,129054.25000 ,22012.12000 ,5580.16000 ,25310.90000 ,11999.80000 ,37163.25000 ,NA ,NA ,104.49689 ,104.82173 ,104.58670 ,103.95939 ,105.79102 ,104.01635 ,104.83809 ,102.09658 , 99.47594 , 98.10974 ,108.04990 ,102.14374 ,NA ,NA        ,NA        ,NA        ,NA        ,NA , 94.60000 , 96.00000 , 94.20000 ,100.70361 , 93.10000 ,14941.50000 , -3.89654 ,50.29259 ,521703.10000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 94.17162 ,2276824.65000 ,1271344.33000 ,453558.66000 ,495415.18000 , 23012.26000 , 950137.08000 , 916642.85000 ,2177249.24000 ,1214699.46000 ,436000.22000 ,467877.12000 ,NA , 912024.69000 ,872898.51000 ,2035967.80000 ,37002.66000 ,414040.02000 ,136292.62000 ,390446.87000 ,NA ,NA ,NA ,240856.86000 ,1955915.93000 ,35451.63000 ,402099.83000 ,123260.83000 ,377823.36000 ,NA ,NA ,NA ,221489.50000 ,84.70000 ,90020.86000 ,102629.29000 ,224879.44000 ,206971.63000 ,363707.26000 ,69977.16000 , 93851.09000 ,108876.31000 ,202992.63000 ,197785.93000 ,347405.78000 ,66976.89000 ,4025.15000 ,4149.16000 ,1336.06000 ,17537.39000 ,33492.02000 ,10472.47000 , 96.73026 , 94.28033 ,110.26297 ,104.35490 ,104.27651 ,104.77528
Q4-2007      ,150932.98000 ,150961.83000 ,129168.23000 ,21793.60000 ,5466.42000 ,25249.23000 ,11985.75000 ,36808.01000 ,NA ,NA ,105.10618 ,105.73154 ,105.65634 ,105.38209 ,106.34005 ,104.74165 ,106.30215 ,103.12329 , 99.67932 , 98.70410 ,108.97346 ,102.42864 ,NA ,NA        ,NA        ,NA        ,NA        ,NA ,103.70000 ,101.50000 ,101.30000 ,103.19932 , 93.00000 ,14996.10000 , -4.05037 ,50.61607 ,526247.00000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 94.47360 ,2299223.63000 ,1289014.41000 ,462078.69000 ,505054.47000 , 13673.19000 , 964583.69000 , 935180.81000 ,2185876.52000 ,1219088.81000 ,438185.75000 ,474506.69000 ,NA , 919432.74000 ,878241.60000 ,2059616.92000 ,37415.28000 ,417382.24000 ,137751.60000 ,394914.87000 ,NA ,NA ,NA ,239606.72000 ,1966523.85000 ,35555.01000 ,403956.03000 ,123573.36000 ,381142.57000 ,NA ,NA ,NA ,219598.66000 ,84.50000 ,92067.52000 ,101487.89000 ,227712.52000 ,209133.50000 ,371123.08000 ,70628.40000 , 95368.61000 ,109543.14000 ,203481.67000 ,198624.64000 ,348548.16000 ,67426.85000 ,4060.90000 ,4159.00000 ,1339.85000 ,17610.89000 ,33677.33000 ,10604.46000 , 96.55992 , 96.79767 ,111.01157 ,105.99981 ,105.49602 ,105.03319
Q1-2008      ,151530.55000 ,150488.70000 ,128368.73000 ,22119.97000 ,5402.69000 ,25246.23000 ,11653.52000 ,36805.72000 ,NA ,NA ,105.46267 ,106.38889 ,106.35957 ,105.45076 ,107.06497 ,105.53513 ,107.84044 ,104.02848 , 99.22892 ,101.90647 ,109.55079 ,103.02724 ,NA ,NA , 92.60000 , 92.60000 , 92.20000 , 93.90000 , 91.40000 , 93.40000 , 94.60000 ,104.14630 , 93.20000 ,14895.40000 , -4.84976 ,51.73032 ,529545.60000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 95.64399 ,2320897.91000 ,1298752.86000 ,465488.73000 ,509297.24000 , 18107.51000 , 989431.47000 , 960179.90000 ,2198841.97000 ,1220074.71000 ,441100.40000 ,475206.52000 ,NA , 935880.95000 ,888708.22000 ,2081742.17000 ,37106.11000 ,417450.92000 ,142285.44000 ,401691.00000 ,NA ,NA ,NA ,239155.74000 ,1977646.65000 ,36133.20000 ,399910.34000 ,125653.49000 ,385726.96000 ,NA ,NA ,NA ,221460.48000 ,84.40000 ,91749.84000 , 99871.20000 ,231491.67000 ,214004.51000 ,373981.39000 ,72110.10000 , 96471.24000 ,109772.51000 ,204736.82000 ,200188.92000 ,351941.05000 ,67852.42000 ,4020.64000 ,4143.14000 ,1367.82000 ,17697.79000 ,33653.84000 ,10497.30000 , 95.44000 , 95.30276 ,113.21825 ,108.11257 ,105.20980 ,106.15908
Q2-2008      ,151461.16000 ,151689.01000 ,129653.94000 ,22035.06000 ,5465.28000 ,25374.37000 ,11744.42000 ,37188.05000 ,NA ,NA ,106.17672 ,107.38029 ,107.27328 ,106.98146 ,107.95584 ,106.29956 ,109.28491 ,105.18211 , 98.07701 ,102.48061 ,111.03127 ,104.56082 ,NA ,NA ,102.10000 ,102.10000 ,102.50000 ,100.80000 ,102.30000 , 99.90000 ,103.20000 ,106.46167 , 95.00000 ,14969.20000 , -7.34894 ,51.14427 ,523524.90000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 97.80693 ,2327841.51000 ,1308687.95000 ,475790.36000 ,504181.62000 , 14533.31000 , 991418.45000 , 966770.18000 ,2189840.41000 ,1218514.35000 ,444282.55000 ,466368.64000 ,NA , 930377.03000 ,882345.61000 ,2091057.93000 ,36203.88000 ,419188.07000 ,141484.73000 ,400876.19000 ,NA ,NA ,NA ,236783.57000 ,1971333.20000 ,36260.26000 ,397400.76000 ,122826.91000 ,381700.26000 ,NA ,NA ,NA ,218852.88000 ,83.90000 ,91772.34000 , 97452.35000 ,234094.97000 ,216234.05000 ,381061.31000 ,72690.04000 , 96809.03000 ,108967.23000 ,205283.05000 ,201413.37000 ,353254.75000 ,68181.05000 ,4079.19000 ,4136.88000 ,1361.36000 ,17888.09000 ,33844.78000 ,10606.60000 , 96.53761 , 95.75101 ,113.79432 ,108.18006 ,107.10583 ,107.17587
