 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services","Value added: by economic activity at current prices (NACE Rev2)",,,,,,"Value added: by economic activity, chain-linked volumes (NACE Rev2)",,,,,,"Employment: by economic activity (NACE Rev2)",,,,,,"Unit labour cost: by economic activity (NACE Rev2)",,,,,,
Name:,ESA.Q.I7.Y.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2A_A.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2B_E.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2F_F.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2G_I.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I7.Y.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I7.Y.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I7.Y.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I7.Y.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I7.Y.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I7.Y.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I7.Y.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2A_A.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2B_E.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2F_F.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2G_I.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I7.W.LCIT.2B_S00.4.000,STS.Q.I7.W.LCIT.2B_S00.4.000,STS.Q.I7.W.LCIW.2B_S00.4.000,STS.Q.I7.W.LCIO.2B_S00.4.000,STS.Q.I7.W.LCIT.NS0020.4.000,STS.Q.I7.W.LCIT.2F0000.4.000,STS.Q.I7.W.LCIT.2G_N00.4.000,EXR.Q.E1.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,BISM.Q.RHGB.JP.01,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I7.N.CINP.CC1109.4.000,ESA.Q.I7.Y.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I7.Y.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I7.Y.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I7.Y.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I7.Y.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I7.Y.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I7.Y.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I7.Y.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I7.Y.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I7.Y.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I7.Y.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I7.Y.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I7.Y.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I7.Y.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2A_A.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2B_E.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2F_F.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2G_I.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I7.Y.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I7.Y.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2A_A.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2B_E.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2F_F.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2G_I.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I7.Y.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I7.Y.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I7.S.ECFIN.MAN013.TT,ESA.Q.I7.Y.0000.B1G000.1000.2J_J.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2K_K.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2L_L.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2M_N.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2O_Q.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2R_U.V.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2J_J.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2K_K.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2L_L.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2M_N.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2O_Q.L.U.A,ESA.Q.I7.Y.0000.B1G000.1000.2R_U.L.U.A,ESA.Q.I7.N.1000.TOTEMP.0000.2J_J.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2K_K.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2L_L.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2M_N.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2O_Q.N.P.A,ESA.Q.I7.N.1000.TOTEMP.0000.2R_U.N.P.A,ESA.Q.I7.Y.1000.UNLACO.0000.2J_J.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2K_K.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2L_L.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2M_N.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2O_Q.D.U.I,ESA.Q.I7.Y.1000.UNLACO.0000.2R_U.D.U.I
Q2-2006      ,147170.41000 ,147332.56000 ,125286.02000 ,22046.54000 ,5729.80000 ,25116.35000 ,11396.91000 ,36024.74000 ,NA ,NA ,101.59832 ,102.12646 ,102.02311 ,102.25984 ,102.60415 ,102.09379 ,103.46315 ,100.65691 ,102.94716 , 98.57194 ,102.21926 ,100.60124 ,NA ,NA        ,NA        ,NA , 98.70000        ,NA , 98.00000 , 94.60000 , 98.20000 , 99.83344 , 93.20000 ,14589.60000 , -3.23845 ,51.08758 ,511565.50000 ,14.18250 ,20.36402 ,-6.20091 ,7.85984 , 1.82516 ,7.67241 , 0.60619 ,13.18116 , 2.49231 , 9.35420 , 9.53011       ,NA ,23.42000      ,NA ,-24.32000 ,-15.67000 ,  9.75000 ,-9.87000 , 89.59212 ,2134449.58000 ,1212715.14000 ,434721.37000 ,454421.71000 , 11467.96000 , 858758.16000 , 837634.76000 ,2100610.58000 ,1188517.57000 ,425065.98000 ,442820.43000 ,NA , 840931.93000 ,809374.15000 ,1906882.79000 ,32853.15000 ,388447.99000 ,126262.43000 ,365529.14000 ,NA ,NA ,NA ,227566.79000 ,1881908.14000 ,33499.79000 ,385003.43000 ,120674.03000 ,363489.55000 ,NA ,NA ,NA ,218702.43000 ,83.10000 ,85381.66000 , 97186.30000 ,206832.49000 ,188432.61000 ,349236.25000 ,66720.78000 , 87212.19000 ,100159.36000 ,198872.73000 ,185518.36000 ,341658.61000 ,65820.10000 ,3953.11000 ,4099.83000 ,1295.28000 ,16330.52000 ,33084.65000 ,10301.36000 , 99.26495 , 97.33268 ,103.59278 ,101.57691 ,102.22618 ,100.89567
Q3-2006      ,147716.72000 ,148298.21000 ,126533.16000 ,21765.05000 ,5687.63000 ,25292.76000 ,11586.40000 ,36245.62000 ,NA ,NA ,102.07100 ,102.64243 ,102.45671 ,102.22664 ,103.36110 ,102.44917 ,103.92197 ,100.81697 ,102.86664 , 98.88059 ,102.38476 ,100.38607 ,NA ,NA        ,NA        ,NA , 92.60000        ,NA , 92.70000 , 93.00000 , 92.10000 ,100.20906 , 92.80000 ,14602.60000 , -3.30086 ,50.78067 ,511220.60000 ,13.65511 ,20.06037 ,-6.42387 ,7.90847 , 2.31317 ,7.71750 , 1.23517 ,12.69675 , 4.80987 , 9.14702 , 8.47735       ,NA ,24.26000      ,NA ,  8.33000 ,  2.91000 ,  0.24000 , 3.93000 , 90.59432 ,2157917.75000 ,1220583.90000 ,435874.37000 ,462691.26000 , 16051.69000 , 870594.97000 , 847878.44000 ,2113918.28000 ,1191193.36000 ,426340.42000 ,447588.93000 ,NA , 849603.88000 ,815694.53000 ,1928602.99000 ,33418.97000 ,393666.64000 ,129390.78000 ,369763.17000 ,NA ,NA ,NA ,229314.77000 ,1895424.37000 ,33479.52000 ,387788.51000 ,122172.02000 ,365761.76000 ,NA ,NA ,NA ,218493.92000 ,83.80000 ,85788.37000 , 97638.21000 ,209916.55000 ,191197.48000 ,350660.62000 ,67162.20000 , 88186.50000 ,102075.80000 ,199551.98000 ,187733.27000 ,342724.64000 ,65950.38000 ,3977.41000 ,4103.97000 ,1307.59000 ,16744.46000 ,33069.63000 ,10282.75000 , 98.95202 , 96.79397 ,105.57313 ,102.49141 ,102.12762 ,101.67646
Q4-2006      ,148377.94000 ,148486.87000 ,126718.05000 ,21768.82000 ,5569.65000 ,25226.68000 ,11736.69000 ,35962.12000 ,NA ,NA ,102.54638 ,102.81005 ,102.75956 ,102.41470 ,103.98298 ,102.95673 ,103.63465 ,100.82459 ,101.70721 , 98.41114 ,103.25388 ,100.30167 ,NA ,NA        ,NA        ,NA ,101.40000        ,NA ,101.00000 , 98.00000 , 98.80000 , 98.93557 , 93.90000 ,14716.90000 , -2.67872 ,50.70234 ,517766.50000 ,14.29848 ,19.40824 ,-5.45783 ,7.88769 , 1.97284 ,6.98761 , 1.93977 ,12.41990 , 0.95286 , 9.45679 , 8.72260       ,NA ,24.74000      ,NA , 13.44000 , 18.26000 , 12.96000 , 0.28000 , 91.10325 ,2192115.79000 ,1234928.14000 ,440307.38000 ,477710.63000 ,  3572.84000 , 907189.98000 , 871593.19000 ,2136919.48000 ,1201332.42000 ,429783.99000 ,459208.55000 ,NA , 880476.52000 ,840346.11000 ,1956545.75000 ,34000.32000 ,398736.37000 ,132466.25000 ,375586.02000 ,NA ,NA ,NA ,235570.04000 ,1915115.89000 ,34030.06000 ,391523.51000 ,124232.09000 ,371097.58000 ,NA ,NA ,NA ,221803.58000 ,84.10000 ,86948.51000 , 97753.77000 ,214293.48000 ,195683.04000 ,353314.04000 ,67763.96000 , 89921.28000 ,102741.42000 ,200943.67000 ,190966.46000 ,343536.14000 ,66123.69000 ,3974.86000 ,4120.70000 ,1324.03000 ,16791.13000 ,33385.52000 ,10395.50000 , 97.69264 , 98.76456 ,106.81337 ,102.33855 ,102.53717 ,102.79010
Q1-2007      ,149077.40000 ,148163.91000 ,126181.54000 ,21982.36000 ,5461.36000 ,25047.36000 ,11597.78000 ,36061.99000 ,NA ,NA ,103.37531 ,103.61032 ,103.38185 ,102.78819 ,104.91804 ,103.07024 ,103.67186 ,101.19196 , 99.11196 , 98.53413 ,105.33342 ,101.05194 ,NA ,NA , 88.20000 , 88.20000 , 87.30000        ,NA , 87.40000 , 89.60000 , 91.50000 , 99.41198 , 95.00000 ,14726.00000 , -3.32813 ,51.34703 ,522980.10000 ,13.86808 ,18.96991 ,-5.59084 ,7.32732 , 2.84902 ,6.96780 , 2.02598 ,12.02225 , 4.61138 ,10.00354 , 6.34084       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 92.53940 ,2227898.67000 ,1241800.49000 ,445155.35000 ,488725.77000 , 20996.77000 , 915988.13000 , 884767.84000 ,2153862.31000 ,1200456.72000 ,432847.22000 ,465476.95000 ,NA , 887563.26000 ,852274.08000 ,1987445.15000 ,34459.10000 ,404538.32000 ,134608.43000 ,382082.19000 ,NA ,NA ,NA ,240453.52000 ,1932631.72000 ,35568.19000 ,394804.31000 ,124245.48000 ,372919.25000 ,NA ,NA ,NA ,221314.08000 ,84.30000 ,87871.27000 , 99096.24000 ,217962.65000 ,201236.95000 ,356636.96000 ,68953.04000 , 91826.44000 ,104570.92000 ,202097.88000 ,194270.72000 ,345750.96000 ,66845.47000 ,3968.94000 ,4122.26000 ,1334.20000 ,16813.51000 ,33399.15000 ,10357.37000 , 96.93620 , 97.30079 ,108.36089 ,102.71847 ,102.80752 ,102.79785
Q2-2007      ,149742.32000 ,149944.85000 ,127829.42000 ,22115.43000 ,5588.58000 ,25157.85000 ,11929.74000 ,36719.54000 ,NA ,NA ,103.97908 ,104.27895 ,104.01590 ,103.30594 ,105.47179 ,103.66884 ,104.43143 ,101.73950 , 98.73700 , 98.67577 ,106.48710 ,101.59521 ,NA ,NA ,100.50000 ,100.50000 ,101.00000        ,NA ,100.40000 , 96.60000 ,100.50000 ,100.42481 , 94.10000 ,14838.70000 , -3.50915 ,50.08391 ,523612.40000 ,14.15534 ,18.92036 ,-5.35778 ,7.45541 , 4.37496 ,6.86440 , 4.17114 ,11.82878 , 2.42651 , 9.48732 , 8.32095       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 93.82818 ,2251923.41000 ,1258768.74000 ,449095.14000 ,491587.78000 , 18338.89000 , 933124.29000 , 898991.43000 ,2164216.55000 ,1209313.97000 ,434449.73000 ,465682.21000 ,NA , 898749.35000 ,859474.98000 ,2011980.81000 ,35130.50000 ,411064.11000 ,135040.68000 ,386877.56000 ,NA ,NA ,NA ,239942.61000 ,1943667.62000 ,35613.38000 ,398603.37000 ,123374.99000 ,376042.43000 ,NA ,NA ,NA ,220687.29000 ,85.00000 ,89196.75000 ,100184.54000 ,221274.29000 ,204103.83000 ,359848.88000 ,69259.66000 , 93257.17000 ,105577.56000 ,202414.29000 ,195815.32000 ,346656.20000 ,66736.01000 ,4030.68000 ,4135.89000 ,1333.70000 ,17196.96000 ,33452.20000 ,10399.70000 , 96.29980 , 97.41498 ,108.74100 ,103.62932 ,103.29123 ,103.21701
Q3-2007      ,150399.22000 ,151065.76000 ,129053.81000 ,22011.95000 ,5580.21000 ,25310.95000 ,11999.78000 ,37162.79000 ,NA ,NA ,104.49789 ,104.81954 ,104.58704 ,103.96149 ,105.77775 ,104.02105 ,104.83528 ,102.10152 , 99.62608 , 98.10338 ,108.04867 ,102.13492 ,NA ,NA , 95.70000 , 95.70000 , 95.30000        ,NA , 94.70000 , 96.20000 , 94.40000 ,100.74164 , 93.40000 ,14938.50000 , -3.88546 ,50.29935 ,521687.00000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 94.10736 ,2276846.71000 ,1271340.84000 ,453565.66000 ,495362.16000 , 23099.84000 , 950149.61000 , 916671.40000 ,2177249.65000 ,1214692.18000 ,435998.18000 ,467885.74000 ,NA , 911995.45000 ,872949.14000 ,2035987.60000 ,37000.71000 ,414047.13000 ,136294.91000 ,390455.80000 ,NA ,NA ,NA ,240859.11000 ,1955898.98000 ,35451.73000 ,402098.35000 ,123259.94000 ,377822.60000 ,NA ,NA ,NA ,221506.29000 ,84.70000 ,90021.50000 ,102626.10000 ,224881.85000 ,206970.39000 ,363712.53000 ,69976.67000 , 93849.04000 ,108875.24000 ,202990.94000 ,197781.20000 ,347402.63000 ,66975.70000 ,4025.14000 ,4149.13000 ,1336.05000 ,17537.32000 ,33491.94000 ,10472.46000 , 96.72120 , 94.27776 ,110.27546 ,104.36500 ,104.28453 ,104.79927
Q4-2007      ,150918.54000 ,150962.96000 ,129168.07000 ,21794.89000 ,5466.57000 ,25249.44000 ,11985.82000 ,36808.54000 ,NA ,NA ,105.10572 ,105.73053 ,105.65729 ,105.38169 ,106.34340 ,104.74211 ,106.30127 ,103.12429 , 99.59742 , 98.70849 ,109.00747 ,102.45092 ,NA ,NA ,104.70000 ,104.70000 ,104.80000        ,NA ,103.80000 ,101.40000 ,101.60000 ,103.27075 , 93.10000 ,14991.80000 , -4.04895 ,50.62491 ,526176.10000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 94.42552 ,2299214.31000 ,1289021.06000 ,462071.33000 ,505082.60000 , 13563.17000 , 964516.01000 , 935039.86000 ,2185877.17000 ,1219084.13000 ,438180.43000 ,474518.17000 ,NA , 919364.24000 ,878116.46000 ,2059609.76000 ,37419.05000 ,417362.08000 ,137753.77000 ,394921.50000 ,NA ,NA ,NA ,239604.55000 ,1966325.29000 ,35552.57000 ,403913.23000 ,123560.14000 ,381104.73000 ,NA ,NA ,NA ,219791.63000 ,84.50000 ,92069.16000 ,101484.52000 ,227713.31000 ,209137.73000 ,371125.56000 ,70623.08000 , 95358.43000 ,109534.91000 ,203459.94000 ,198609.08000 ,348509.19000 ,67419.49000 ,4060.91000 ,4158.96000 ,1339.86000 ,17610.95000 ,33677.35000 ,10604.56000 , 96.55812 , 96.80954 ,111.01711 ,106.02007 ,105.50432 ,105.04541
Q1-2008      ,151529.51000 ,150488.63000 ,128369.42000 ,22119.21000 ,5402.47000 ,25246.36000 ,11653.38000 ,36805.66000 ,NA ,NA ,105.46169 ,106.38683 ,106.35380 ,105.44659 ,107.05904 ,105.53767 ,107.84055 ,104.03081 , 99.15872 ,101.87950 ,109.54722 ,103.00664 ,NA ,NA , 92.70000 , 92.70000 , 92.30000 , 94.00000 , 91.40000 , 93.20000 , 94.60000 ,104.27671 , 93.10000 ,14889.50000 , -4.84784 ,51.74171 ,529748.90000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 95.56346 ,2320896.48000 ,1298718.36000 ,465476.67000 ,509285.07000 , 18103.88000 , 989511.42000 , 960198.91000 ,2198861.17000 ,1220108.46000 ,441106.41000 ,475221.52000 ,NA , 935934.04000 ,888724.91000 ,2081739.95000 ,37106.14000 ,417454.91000 ,142280.52000 ,401690.61000 ,NA ,NA ,NA ,239156.53000 ,1978084.18000 ,36140.37000 ,399997.42000 ,125677.12000 ,385816.84000 ,NA ,NA ,NA ,221061.37000 ,84.40000 ,91749.93000 , 99873.41000 ,231489.95000 ,213999.58000 ,373983.37000 ,72111.52000 , 96494.30000 ,109796.14000 ,204780.06000 ,200228.58000 ,352025.57000 ,67868.75000 ,4020.64000 ,4143.13000 ,1367.80000 ,17697.87000 ,33654.07000 ,10497.25000 , 95.41931 , 95.29356 ,113.19636 ,108.09184 ,105.18896 ,106.13786
Q2-2008      ,151461.50000 ,151688.54000 ,129653.91000 ,22034.63000 ,5465.27000 ,25374.19000 ,11744.44000 ,37187.83000 ,NA ,NA ,106.17767 ,107.38414 ,107.27633 ,106.98635 ,107.96621 ,106.29742 ,109.28937 ,105.17949 , 98.02825 ,102.48078 ,111.01554 ,104.54649 ,NA ,NA ,102.10000 ,102.10000 ,102.70000 ,100.10000 ,102.40000 ,100.20000 ,103.00000 ,106.51264 , 94.70000 ,14963.40000 , -7.33410 ,51.15707 ,523431.20000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 97.74139 ,2327857.25000 ,1308716.85000 ,475807.55000 ,504198.84000 , 14521.87000 , 991538.31000 , 966926.15000 ,2189835.46000 ,1218506.61000 ,444278.31000 ,466339.80000 ,NA , 930508.25000 ,882452.02000 ,2091074.47000 ,36205.63000 ,419207.82000 ,141482.47000 ,400864.73000 ,NA ,NA ,NA ,236782.78000 ,1971413.60000 ,36264.35000 ,397419.54000 ,122829.70000 ,381714.24000 ,NA ,NA ,NA ,218771.38000 ,83.90000 ,91770.26000 , 97456.87000 ,234091.96000 ,216240.65000 ,381060.61000 ,72693.48000 , 96812.46000 ,108966.44000 ,205290.07000 ,201430.13000 ,353267.57000 ,68182.41000 ,4079.19000 ,4136.88000 ,1361.36000 ,17888.05000 ,33844.76000 ,10606.57000 , 96.53605 , 95.74529 ,113.80687 ,108.18051 ,107.09566 ,107.18137
Q3-2008      ,151234.15000 ,151921.83000 ,130109.23000 ,21812.60000 ,5456.96000 ,25415.90000 ,11671.28000 ,37325.00000 ,NA ,NA ,106.50415 ,107.91166 ,107.83400 ,106.88424 ,108.70050 ,107.40991 ,110.92719 ,106.25009 , 98.31744 ,104.63683 ,112.47251 ,106.76195 ,NA ,NA , 98.20000 , 98.20000 , 97.90000 , 99.20000 , 97.20000 , 99.90000 , 97.60000 ,104.38799 , 97.10000 ,14891.60000 , -7.17375 ,54.55767 ,517920.40000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 99.41952 ,2320507.42000 ,1311592.96000 ,477822.49000 ,499846.22000 , 18984.88000 , 988620.92000 , 976360.05000 ,2175740.52000 ,1214593.50000 ,446501.42000 ,459073.84000 ,NA , 917736.18000 ,877482.81000 ,2082340.45000 ,35126.92000 ,412976.23000 ,141721.12000 ,399129.93000 ,NA ,NA ,NA ,238166.97000 ,1958440.94000 ,36307.17000 ,389876.85000 ,121039.56000 ,377777.44000 ,NA ,NA ,NA ,217633.87000 ,83.00000 ,92104.77000 , 97428.06000 ,234284.37000 ,215533.15000 ,381249.42000 ,72786.49000 , 97370.62000 ,108146.70000 ,205532.73000 ,200212.54000 ,354912.62000 ,67995.58000 ,4092.58000 ,4137.71000 ,1346.67000 ,18085.71000 ,33795.89000 ,10594.14000 , 96.99031 , 96.58241 ,113.00338 ,110.05993 ,106.49372 ,108.28884
Q4-2008      ,150720.84000 ,150847.00000 ,129163.76000 ,21683.24000 ,5377.30000 ,25024.38000 ,11409.10000 ,36797.34000 ,NA ,NA ,106.94224 ,107.54066 ,107.32641 ,107.56262 ,108.54596 ,106.15665 ,107.65635 ,108.29098 , 97.03369 ,109.34271 ,113.45848 ,109.64570 ,NA ,NA ,107.00000 ,107.00000 ,107.10000 ,106.70000 ,109.10000 ,106.70000 ,104.70000 ,100.22061 ,101.30000 ,14577.00000 , -9.32996 ,58.64471 ,500906.20000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 98.20363 ,2290309.19000 ,1299525.06000 ,484280.35000 ,480368.45000 , 11516.53000 , 917322.18000 , 902703.38000 ,2138681.79000 ,1209141.50000 ,449692.19000 ,441827.06000 ,NA , 861631.65000 ,835967.63000 ,2056987.64000 ,33806.78000 ,394429.05000 ,138662.95000 ,393274.82000 ,NA ,NA ,NA ,233321.56000 ,1924766.03000 ,36617.27000 ,369329.19000 ,118326.18000 ,368930.44000 ,NA ,NA ,NA ,214229.84000 ,81.50000 ,91911.91000 , 98472.65000 ,232711.26000 ,213870.26000 ,386952.78000 ,72895.17000 , 96486.63000 ,109101.67000 ,205399.38000 ,196917.27000 ,356479.43000 ,67892.59000 ,4076.51000 ,4149.13000 ,1334.29000 ,17835.53000 ,34150.70000 ,10692.72000 , 97.63264 , 95.45799 ,111.90167 ,112.20796 ,107.69202 ,109.42649
Q1-2009      ,149517.32000 ,148480.60000 ,126751.83000 ,21728.78000 ,5256.31000 ,24461.15000 ,10870.63000 ,36348.44000 ,NA ,NA ,107.05866 ,106.99245 ,106.38315 ,108.18815 ,108.01257 ,103.17468 ,102.79548 ,110.71231 , 97.77489 ,116.86003 ,115.60241 ,111.46540 ,NA ,NA , 95.30000 , 95.30000 , 94.70000 , 97.20000 , 94.50000 , 96.90000 , 96.50000 ,104.79576 ,100.70000 ,14375.00000 ,-11.87230 ,62.33750 ,480959.40000       ,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA , 98.29241 ,2227579.98000 ,1281149.84000 ,490861.45000 ,446799.05000 , -2896.28000 , 814624.42000 , 802958.51000 ,2077718.58000 ,1202536.99000 ,453143.60000 ,412953.75000 ,NA , 787197.88000 ,778670.27000 ,2003010.62000 ,31919.14000 ,363458.28000 ,136839.82000 ,383379.86000 ,NA ,NA ,NA ,224569.35000 ,1868684.44000 ,36640.64000 ,335783.16000 ,116091.92000 ,359177.77000 ,NA ,NA ,NA ,209311.02000 ,74.70000 ,92404.20000 ,103069.84000 ,225430.30000 ,202367.04000 ,390817.86000 ,73324.28000 , 98643.24000 ,109825.71000 ,205084.33000 ,185396.62000 ,355979.15000 ,67464.37000 ,4037.32000 ,4149.11000 ,1300.03000 ,17359.01000 ,34037.21000 ,10661.39000 , 95.36458 , 93.92015 ,109.51519 ,117.46534 ,109.20244 ,110.96046
